회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
한국주택금융공사,BC,MBS 2013-22,100.0,2033.06.20,정기,AAA (sf),AAA (sf),2016.08.31,S,자산유동화증권
메인스트림제사차,ABCP,20,166.0,,본,,A1 (sf),2016.08.19,S R,자산유동화증권
동대구터미널제일차,ABCP,23,500.0,,본,,A1 (sf),2016.08.17,S R,자산유동화증권
엠에스세종제이차,ABSTB,35,175.0,,정기,A1 (sf),A1 (sf),2016.08.12,S,자산유동화증권
엠에스세종제일차,ABSTB,35,600.0,,정기,A1 (sf),A1 (sf),2016.08.12,S,자산유동화증권
아시아나사이공,ABCP,64,14.6,,정기,A1 (sf),A1 (sf),2016.08.04,S,자산유동화증권
한국주택금융공사,BC,MBS 2008-5,100.0,2028.05.06,정기,AAA (sf),AAA (sf),2016.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-7,100.0,2031.05.06,정기,AAA (sf),AAA (sf),2016.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-8,100.0,2032.05.22,정기,AAA (sf),AAA (sf),2016.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-19,100.0,2033.05.16,정기,AAA (sf),AAA (sf),2016.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-10,1300.0,2035.05.26,정기,AAA (sf),AAA (sf),2016.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-15,100.0,2036.07.22,본,,AAA (sf),2016.07.21,S R,자산유동화증권
엘에이치마이홈오차유동화전문,ABS,1-20,300.0,2023.02.25,정기,AAA (sf),AAA (sf),2016.07.14,S,자산유동화증권
비앙코제칠차,ABSTB,22,1.0,,본,,A1 (sf),2016.06.27,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2034.04.24,정기,AAA (sf),AAA (sf),2016.06.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-3,19681.12,2039.10.25,정기,AAA (sf),AAA (sf),2016.06.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-4,100.0,2031.04.13,정기,AAA (sf),AAA (sf),2016.06.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-13,1624.12,2048.04.25,정기,AAA (sf),AAA (sf),2016.06.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-16,100.0,2033.04.18,정기,AAA (sf),AAA (sf),2016.06.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-12,100.0,2036.06.03,본,,AAA (sf),2016.06.02,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-2,3670.88,2044.03.30,정기,AAA (sf),AAA (sf),2016.05.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-3,100.0,2032.03.13,정기,AAA (sf),AAA (sf),2016.05.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-10,4068.33,2048.03.20,정기,AAA (sf),AAA (sf),2016.05.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-6,100.0,2034.03.06,정기,AAA (sf),AAA (sf),2016.05.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-5,100.0,2035.03.19,정기,AAA (sf),AAA (sf),2016.05.31,S,자산유동화증권
뉴스타트제이에이치,ABCP,21,3,,본,,A1 (sf),2016.04.29,S R,자산유동화증권
키스아이비플러스제육차,ABSTB,22,1,,본,,A1 (sf),2016.04.29,S R,자산유동화증권
한국주택금융공사,BC,MBS 2013-7,100,2033.02.21,정기,AAA (sf),AAA (sf),2016.04.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-5,100,2034.02.13,정기,AAA (sf),AAA (sf),2016.04.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-1,100,2031.01.28,정기,AAA (sf),AAA (sf),2016.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-4,100,2033.01.31,정기,AAA (sf),AAA (sf),2016.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-2,100,2034.01.16,정기,AAA (sf),AAA (sf),2016.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-2,100,2035.01.22,정기,AAA (sf),AAA (sf),2016.03.31,S,자산유동화증권
금호트러스트제일차,ABCP,61,22.0,,수시,,A1 (sf),2016.03.17,S,자산유동화증권
아시아나사이공,ABCP,64,14.6,,수시,,A1 (sf),2016.03.17,S,자산유동화증권
뉴스타트케이에스,ABCP,2-21,1.0,,본,,A1 (sf),2016.03.03,S R,자산유동화증권
한국주택금융공사,BC,MBS 2016-6,100.0,2036.03.04,본,,AAA (sf),2016.03.03,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.12.13,정기,AAA (sf),AAA (sf),2016.02.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-13,4633.23,2044.12.25,정기,AAA (sf),AAA (sf),2016.02.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-16,100.0,2030.12.23,정기,AAA (sf),AAA (sf),2016.02.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-20,3712.67,2047.01.25,정기,AAA (sf),AAA (sf),2016.02.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-21,100.0,2034.12.18,정기,AAA (sf),AAA (sf),2016.02.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-4,100.0,2036.02.04,본,,AAA (sf),2016.02.03,S R,자산유동화증권
에스에프더퍼스트,ABSTB,23,1.0,,본,,A1 (sf),2016.01.27,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-11,100.0,2029.11.10,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-18,100.0,2031.11.24,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-35,100.0,2032.11.22,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-38,1104.03,2047.12.25,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-40,100.0,2033.11.28,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-18,100.0,2034.11.06,정기,AAA (sf),AAA (sf),2016.01.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-3,100.0,2036.01.22,본,,AAA (sf),2016.01.21,S R,자산유동화증권
비앙코제삼차,ABCP,2-22,1.0,,본,,A1 (sf),2016.01.15,S R,자산유동화증권
산업기반신보제십차유동화전문,ABS,1,924.0,2040.09.30,본,,AAA (sf),2016.01.07,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-13,100.0,2030.10.28,정기,AAA (sf),AAA (sf),2015.12.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-15,4533.68,2046.11.25,정기,AAA (sf),AAA (sf),2015.12.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-29,100.0,2032.10.11,정기,AAA (sf),AAA (sf),2015.12.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-32,100.0,2032.11.01,정기,AAA (sf),AAA (sf),2015.12.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-34,100.0,2033.10.10,정기,AAA (sf),AAA (sf),2015.12.30,S,자산유동화증권
산업기반신보제구차유동화전문,ABS,1,1000.0,2039.12.24,본,,AAA (sf),2015.12.24,S R,자산유동화증권
비앙코제이차,ABCP,22,3.0,,본,,A1 (sf),2015.12.11,S R,자산유동화증권
한국주택금융공사,BC,MBS 2015-27,100.0,2035.12.04,본,,AAA (sf),2015.12.03,S R,자산유동화증권
한국주택금융공사,BC,MBS 2012-26,1757.78,2047.09.25,정기,AAA (sf),AAA (sf),2015.11.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-31,100.0,2033.09.12,정기,AAA (sf),AAA (sf),2015.11.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-15,100.0,2034.09.18,정기,AAA (sf),AAA (sf),2015.11.27,S,자산유동화증권
산업기반신보제팔차유동화전문,ABS,1-2,1000.0,2037.11.25,본,,AAA (sf),2015.11.26,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-10,100,2030.08.26,정기,AAA (sf),AAA (sf),2015.10.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-12,100,2031.08.30,정기,AAA (sf),AAA (sf),2015.10.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-20,100,2032.08.09,정기,AAA (sf),AAA (sf),2015.10.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-21,100,2032.08.17,정기,AAA (sf),AAA (sf),2015.10.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-28,100,2033.08.08,정기,AAA (sf),AAA (sf),2015.10.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-24,100,2035.10.23,본,,AAA (sf),2015.10.22,S R,자산유동화증권
디더블유에스에스아이에이,ABSTB,34,130,,본,,A1 (sf),2015.10.20,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100,2030.07.08,정기,AAA (sf),AAA (sf),2015.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-17,100,2032.07.12,정기,AAA (sf),AAA (sf),2015.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-25,100,2033.07.11,정기,AAA (sf),AAA (sf),2015.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-12,100,2034.07.24,정기,AAA (sf),AAA (sf),2015.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-22,100.0,2035.09.18,본,,AAA (sf),2015.09.17,S R,자산유동화증권
한국주택금융공사,BC,MBS 2011-9,100.0,2031.06.24,정기,AAA (sf),AAA (sf),2015.08.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-11,3563.39,2047.06.25,정기,AAA (sf),AAA (sf),2015.08.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-14,100.0,2032.06.21,정기,AAA (sf),AAA (sf),2015.08.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-22,100.0,2033.06.20,정기,AAA (sf),AAA (sf),2015.08.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-19,1479.74,2050.08.25,본,,AAA (sf),2015.08.13,S R,자산유동화증권
엘에이치마이홈오차유동화전문,ABS,1-20,300.0,2023.02.25,정기,AAA (sf),AAA (sf),2015.08.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-18,100.0,2035.08.07,본,,AAA (sf),2015.08.06,S R,자산유동화증권
엠에스세종제이차,ABSTB,35,175.0,,정기,A1 (sf),A1 (sf),2015.08.04,S,자산유동화증권
엠에스세종제일차,ABSTB,35,600.0,,정기,A1 (sf),A1 (sf),2015.08.04,S,자산유동화증권
한국주택금융공사,BC,MBS 2008-5,100.0,2028.05.06,정기,AAA (sf),AAA (sf),2015.07.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-7,100.0,2031.05.06,정기,AAA (sf),AAA (sf),2015.07.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-8,100.0,2032.05.22,정기,AAA (sf),AAA (sf),2015.07.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-19,100.0,2033.05.16,정기,AAA (sf),AAA (sf),2015.07.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-17,100.0,2035.07.24,본,,AAA (sf),2015.07.23,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2034.04.24,정기,AAA (sf),AAA (sf),2015.06.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-3,19681.12,2039.10.25,정기,AAA (sf),AAA (sf),2015.06.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-4,100.0,2031.04.13,정기,AAA (sf),AAA (sf),2015.06.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-13,1624.12,2048.04.25,정기,AAA (sf),AAA (sf),2015.06.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-16,100.0,2033.04.18,정기,AAA (sf),AAA (sf),2015.06.30,S,자산유동화증권
산업기반신보제육차유동화전문,ABS,1,240.0,2027.01.06,본,,AAA (sf),2015.06.24,S R,자산유동화증권
한국주택금융공사,BC,MBS 2015-11,1300.0,2035.06.02,본,,AAA (sf),2015.06.01,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-2,3670.88,2044.03.30,정기,AAA (sf),AAA (sf),2015.05.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-3,100.0,2032.03.13,정기,AAA (sf),AAA (sf),2015.05.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-10,4068.33,2048.03.20,정기,AAA (sf),AAA (sf),2015.05.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-6,100.0,2034.03.06,정기,AAA (sf),AAA (sf),2015.05.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-10,1300,2035.05.26,본,,AAA (sf),2015.05.22,S R,자산유동화증권
한국주택금융공사,BC,MBS 2013-7,100,2033.02.21,정기,AAA (sf),AAA (sf),2015.04.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-5,100,2034.02.13,정기,AAA (sf),AAA (sf),2015.04.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-1,100,2031.01.28,정기,AAA (sf),AAA (sf),2015.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-4,100,2033.01.31,정기,AAA (sf),AAA (sf),2015.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-2,100,2034.01.16,정기,AAA (sf),AAA (sf),2015.03.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-5,100.0,2035.03.19,본,,AAA (sf),2015.03.18,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.12.13,정기,AAA (sf),AAA (sf),2015.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-13,4633.23,2044.12.25,정기,AAA (sf),AAA (sf),2015.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-16,100.0,2030.12.23,정기,AAA (sf),AAA (sf),2015.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-20,3712.67,2047.01.25,정기,AAA (sf),AAA (sf),2015.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-2,100,2035.01.22,본,,AAA (sf),2015.01.21,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.11.22,정기,AAA (sf),AAA (sf),2014.12.18,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-11,100.0,2029.11.10,정기,AAA (sf),AAA (sf),2014.12.18,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-18,100.0,2031.11.24,정기,AAA (sf),AAA (sf),2014.12.18,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-38,1104.03,2047.12.25,정기,AAA (sf),AAA (sf),2014.12.18,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-40,100.0,2033.11.28,정기,AAA (sf),AAA (sf),2014.12.18,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-21,100.0,2034.12.18,본,,AAA (sf),2014.12.17,S R,자산유동화증권
한국주택금융공사,BC,MBS 2014-18,100.0,2034.11.06,본,,AAA (sf),2014.11.05,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-13,100.0,2030.10.28,정기,AAA (sf),AAA (sf),2014.11.03,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-15,4533.68,2046.11.25,정기,AAA (sf),AAA (sf),2014.11.03,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-29,100.0,2032.10.11,정기,AAA (sf),AAA (sf),2014.11.03,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-32,100.0,2032.11.01,정기,AAA (sf),AAA (sf),2014.11.03,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-34,100.0,2033.10.10,정기,AAA (sf),AAA (sf),2014.11.03,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-26,1757.78,2047.09.25,정기,AAA (sf),AAA (sf),2014.10.08,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-31,100.0,2033.09.12,정기,AAA (sf),AAA (sf),2014.10.08,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-15,100,2034.09.18,본,,AAA (sf),2014.09.17,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-10,100,2030.08.26,정기,AAA (sf),AAA (sf),2014.09.16,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-12,100,2031.08.30,정기,AAA (sf),AAA (sf),2014.09.16,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-20,100,2032.08.09,정기,AAA (sf),AAA (sf),2014.09.16,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-21,100,2032.08.17,정기,AAA (sf),AAA (sf),2014.09.16,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-28,100,2033.08.08,정기,AAA (sf),AAA (sf),2014.09.16,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100,2030.07.08,정기,AAA (sf),AAA (sf),2014.08.06,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-17,100,2032.07.12,정기,AAA (sf),AAA (sf),2014.08.06,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-25,100,2033.07.11,정기,AAA (sf),AAA (sf),2014.08.06,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-12,100.0,2034.07.24,본,,AAA (sf),2014.07.23,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.06.21,정기,AAA (sf),AAA (sf),2014.07.07,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-9,100.0,2031.06.24,정기,AAA (sf),AAA (sf),2014.07.07,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-11,3563.39,2047.06.25,정기,AAA (sf),AAA (sf),2014.07.07,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-22,100.0,2033.06.20,정기,AAA (sf),AAA (sf),2014.07.07,S,자산유동화증권
엘에이치마이홈오차유동화전문,ABS,1-20,300.0,2023.02.25,정기,AAA (sf),AAA (sf),2014.06.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2008-5,100,2028.05.06,정기,AAA (sf),AAA (sf),2014.06.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-7,100,2031.05.06,정기,AAA (sf),AAA (sf),2014.06.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-8,100,2032.05.22,정기,AAA (sf),AAA (sf),2014.06.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-19,100,2033.05.16,정기,AAA (sf),AAA (sf),2014.06.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-3,19681.12,2039.10.25,정기,AAA (sf),AAA (sf),2014.05.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-4,100.0,2031.04.13,정기,AAA (sf),AAA (sf),2014.05.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-13,1624.12,2048.04.25,정기,AAA (sf),AAA (sf),2014.05.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-16,100.0,2033.04.18,정기,AAA (sf),AAA (sf),2014.05.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-2,3670.88,2044.03.30,정기,AAA (sf),AAA (sf),2014.04.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-3,100.0,2032.03.13,정기,AAA (sf),AAA (sf),2014.04.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-10,4068.33,2048.03.20,정기,AAA (sf),AAA (sf),2014.04.28,S,자산유동화증권
한국주택금융공사,BC,,100.0,2034.04.24,본,,AAA (sf),2014.04.23,S R,자산유동화증권
한국주택금융공사,BC,MBS 2011-1,100,2031.01.28,정기,AAA (sf),AAA (sf),2014.03.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-4,100,2033.01.31,정기,AAA (sf),AAA (sf),2014.03.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-7,100,2033.02.21,정기,AAA (sf),AAA (sf),2014.03.11,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-6,100,2034.03.06,본,,AAA (sf),2014.03.05,S R,자산유동화증권
엠에스세종제이차,ABSTB,35,175,,본,,A1 (sf),2014.02.27,S R,자산유동화증권
엠에스세종제일차,ABSTB,35,600,,본,,A1 (sf),2014.02.27,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.12.13,정기,AAA (sf),AAA (sf),2014.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-11,100.0,2029.11.10,정기,AAA (sf),AAA (sf),2014.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-13,4633.23,2044.12.25,정기,AAA (sf),AAA (sf),2014.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-16,100.0,2030.12.23,정기,AAA (sf),AAA (sf),2014.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-20,3712.67,2047.01.25,정기,AAA (sf),AAA (sf),2014.02.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-5,100.0,2034.02.13,본,,AAA (sf),2014.02.12,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.11.22,정기,AAA (sf),AAA (sf),2014.01.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-13,100.0,2030.10.28,정기,AAA (sf),AAA (sf),2014.01.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-15,4533.68,2046.11.25,정기,AAA (sf),AAA (sf),2014.01.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-18,100.0,2031.11.24,정기,AAA (sf),AAA (sf),2014.01.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-38,1104.03,2047.12.25,정기,AAA (sf),AAA (sf),2014.01.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-2,100.0,2034.01.16,본,,AAA (sf),2014.01.15,S R,자산유동화증권
한국주택금융공사,BC,MBS 2011-12,100,2031.08.30,정기,AAA (sf),AAA (sf),2013.12.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-40,100.0,2033.11.28,본,,AAA (sf),2013.11.27,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.08.17,정기,AAA (sf),AAA (sf),2013.10.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-26,1757.78,2047.09.25,정기,AAA (sf),AAA (sf),2013.10.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-34,100.0,2033.10.10,본,,AAA (sf),2013.10.08,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2032.07.12,정기,AAA (sf),AAA (sf),2013.09.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100.0,2030.07.08,정기,AAA (sf),AAA (sf),2013.09.26,S,자산유동화증권
