기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,유효기간,요지,재무,보고서,Type
KB캐피탈(주),정기,A1,A1,2020.12.02,2020.12.02,2019.12.31,2021.06.30,,,,기업어음
(주)대우건설,정기,A2-,A2-,2020.11.30,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
(주)동방,정기,A3-,A3-,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
HSD엔진(주),정기,B+,B+,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
미래에셋캐피탈(주),정기,A1,A1,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
지에스건설(주),정기,A2,A2,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
코리아오토글라스(주),수시,A1,취소,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
한국자산관리공사,정기,A1,A1,2020.12.01,2020.12.01,2019.12.31,2021.06.30,,,,기업어음
(주)케이비국민카드,정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
대신증권(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
롯데카드(주),정기,A1,A1,2020.11.27,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
산은캐피탈(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
삼성증권(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
삼성카드(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
신한카드(주),정기,A1,A1,2020.11.27,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
씨제이씨지브이(주),정기,A2,A2-,2020.11.27,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
에스케이종합화학(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
하나카드(주),정기,A1,A1,2020.11.27,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
한국캐피탈(주),수시,A2-,A2,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
한화솔루션(주),정기,A1,A1,2020.11.30,2020.11.30,2019.12.31,2021.06.30,,,,기업어음
동원건설산업(주),정기,A3+,A3+,2020.11.27,2020.11.27,2019.12.31,2021.06.30,,,,기업어음
한화디펜스(주),정기,A1,A1,2020.11.26,2020.11.27,2019.12.31,2021.06.30,,,,기업어음
키움증권(주),정기,A1,A1,2020.11.25,2020.11.26,2019.12.31,2021.06.30,,,,기업어음
한국투자증권(주),정기,A1,A1,2020.11.26,2020.11.26,2019.12.31,2021.06.30,,,,기업어음
현대로템(주),정기,A3+,A3+,2020.11.26,2020.11.26,2019.12.31,2021.06.30,,,,기업어음
현대캐피탈(주),정기,A1,A1,2020.11.26,2020.11.26,2019.12.31,2021.06.30,,,,기업어음
(주)서원유통((주)신한은행 보증),본,,A1,2020.11.24,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
(주)애큐온캐피탈,정기,A2,A2,2020.11.24,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
(주)흥화,정기,A3,A3,2020.11.25,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
DB금융투자(주),수시,A2+,A1,2020.11.25,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
유안타증권(주),정기,A1,A1,2020.11.24,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
유진투자증권(주),정기,A2+,A2+,2020.11.24,2020.11.25,2019.12.31,2021.06.30,,,,기업어음
(주)아이비케이캐피탈,정기,A1,A1,2020.11.24,2020.11.24,2019.12.31,2021.06.30,,,,기업어음
아이비케이투자증권(주),정기,A1,A1,2020.11.24,2020.11.24,2019.12.31,2021.06.30,,,,기업어음
금호석유화학(주),정기,A2,A2,2020.11.20,2020.11.23,2019.12.31,2021.06.30,,,,기업어음
메리츠캐피탈(주),정기,A2+,A2+,2020.11.23,2020.11.23,2019.12.31,2021.06.30,,,,기업어음
케이비증권(주),정기,A1,A1,2020.11.20,2020.11.23,2019.12.31,2021.06.30,,,,기업어음
에스케이(주),정기,A1,A1,2020.11.20,2020.11.20,2019.12.31,2021.06.30,,,,기업어음
한국동서발전(주),정기,A1,A1,2020.11.20,2020.11.20,2019.12.31,2021.06.30,,,,기업어음
교보증권(주),정기,A1,A1,2020.11.19,2020.11.19,2019.12.31,2021.06.30,,,,기업어음
한국광물자원공사,정기,A1,A1,2020.11.18,2020.11.18,2019.12.31,2021.06.30,,,,기업어음
메리츠증권(주),정기,A1,A1,2020.11.16,2020.11.17,2019.12.31,2021.06.30,,,,기업어음
삼성웰스토리(주),정기,A1,A1,2020.11.16,2020.11.17,2019.12.31,2021.06.30,,,,기업어음
에스케이에코플랜트(주),정기,A2-,A2-,2020.11.16,2020.11.17,2019.12.31,2021.06.30,,,,기업어음
하나에프앤아이(주),정기,A2-,A2,2020.11.16,2020.11.16,2019.12.31,2021.06.30,,,,기업어음
중소벤처기업진흥공단,정기,A1,A1,2020.11.13,2020.11.13,2019.12.31,2021.06.30,,,,기업어음
(주)조흥((주)신한은행 보증),정기,A1,A1,2020.11.11,2020.11.11,2019.12.31,2021.04.15,,,,기업어음
한국남부발전(주),정기,A1,A1,2020.11.11,2020.11.11,2019.12.31,2021.06.30,,,,기업어음
하나캐피탈(주),정기,A1,A1,2020.11.06,2020.11.06,2019.12.31,2021.06.30,,,,기업어음
한화에어로스페이스(주),정기,A1,A1,2020.11.05,2020.11.06,2019.12.31,2021.06.30,,,,기업어음
에스케이하이닉스(주),정기,A1,A1,2020.11.04,2020.11.05,2019.12.31,2021.06.30,,,,기업어음
대동기어(주)(대동공업(주) 보증),본,,A3,2020.11.03,2020.11.04,2019.12.31,2021.06.30,,,,기업어음
대동기어(주)(대동공업(주) 보증),정기,A3,A3,2020.11.03,2020.11.04,2019.12.31,2021.06.30,,,,기업어음
(주)동아지질((주)신한은행 보증),본,,A1,2020.11.03,2020.11.03,2019.12.31,2021.06.30,,,,기업어음
한솔제지(주),정기,A2,A2,2020.11.02,2020.11.02,2019.12.31,2021.06.30,,,,기업어음
한일홀딩스(주),수시,A2+,취소,2020.11.02,2020.11.02,2019.12.31,2021.06.30,,,,기업어음
대한토지신탁(주),정기,A3+,A3+,2020.10.30,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
신한캐피탈(주),정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
아프로파이낸셜대부(주),정기,A2-,A2-,2020.10.29,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
엔에이치농협캐피탈(주),정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
오케이홀딩스대부(주)(아프로파이낸셜대부(주) 보증),정기,A2-,A2-,2020.10.29,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
한국토지주택공사,정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
한영과학(주)((주)신한은행 보증),본,,A1,2020.10.30,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
흥국증권(주),본,,A3,2020.10.29,2020.10.30,2019.12.31,2021.06.30,,,,기업어음
(주)케이씨씨,정기,A1,A1,2020.10.28,2020.10.29,2019.12.31,2021.06.30,,,,기업어음
쌍용건설(주),정기,A3,A3,2020.10.27,2020.10.27,2019.12.31,2021.06.30,,,,기업어음
우리금융캐피탈(주),수시,A2+,A2+↑,2020.10.26,2020.10.26,2019.12.31,2021.06.30,,,,기업어음
(주)메이븐에프씨((주)신한은행 보증),본,,A1,2020.10.23,2020.10.23,2019.12.31,2021.06.30,,,,기업어음
한국항공우주산업(주),정기,A1,A1,2020.10.23,2020.10.23,2019.12.31,2021.06.30,,,,기업어음
대한해운(주),정기,A3-,A3-,2020.10.22,2020.10.22,2019.12.31,2021.06.30,,,,기업어음
한국중부발전(주),정기,A1,A1,2020.10.22,2020.10.22,2019.12.31,2021.06.30,,,,기업어음
매크로통상(주)((주)신한은행 보증),본,,A1,2020.10.21,2020.10.21,2019.12.31,2021.06.30,,,,기업어음
(주)포스코건설,정기,A2,A2+,2020.10.19,2020.10.20,2019.12.31,2021.06.30,,,,기업어음
(주)포스코아이씨티,정기,A2+,A2+,2020.10.19,2020.10.19,2019.12.31,2021.06.30,,,,기업어음
한국캐피탈(주),정기,A2-,A2-,2020.10.16,2020.10.19,2019.12.31,2021.06.30,,,,기업어음
에스비에스미디어홀딩스(주),본,,A1,2020.10.15,2020.10.16,2019.12.31,2021.06.30,,,,기업어음
(주)약진통상((주)신한은행 보증),본,,A1,2020.10.14,2020.10.14,2019.12.31,2021.06.30,,,,기업어음
(주)엘아이지,정기,A2+,A2+,2020.10.14,2020.10.14,2019.12.31,2021.06.30,,,,기업어음
에스케이실트론(주),정기,A2,A2,2020.10.12,2020.10.13,2019.12.31,2021.06.30,,,,기업어음
한전케이피에스(주),정기,A1,A1,2020.10.08,2020.10.08,2019.12.31,2021.06.30,,,,기업어음
한화종합화학(주),정기,A1,A1,2020.10.08,2020.10.08,2019.12.31,2021.06.30,,,,기업어음
(주)화신,정기,A3,A3,2020.10.07,2020.10.07,2019.12.31,2021.06.30,,,,기업어음
연합자산관리(주),정기,A1,A1,2020.10.07,2020.10.07,2019.12.31,2021.06.30,,,,기업어음
(주)서울신문사,정기,A3+,A3+,2020.10.05,2020.10.06,2019.12.31,2021.06.30,,,,기업어음
에스케이텔레콤(주),정기,A1,A1,2020.09.28,2020.09.28,2019.12.31,2021.06.30,,,,기업어음
한국체인공업(주)(대동공업(주) 보증),본,,A3,2020.09.24,2020.09.24,2019.12.31,2021.03.25,,,,기업어음
신영증권(주),본,,A1,2020.09.21,2020.09.21,2020.03.31,2021.09.30,,,,기업어음
(주)비와이씨((주)신한은행 보증),본,,A1,2020.09.18,2020.09.18,2019.12.31,2021.06.30,,,,기업어음
아시아나항공(주),수시,A3-◆,A3-↓,2020.09.15,2020.09.15,2019.12.31,2021.06.30,,,,기업어음
에스케이이엔에스(주),정기,A1,A1,2020.09.14,2020.09.15,2019.12.31,2021.06.30,,,,기업어음
에이치디씨현대산업개발(주),수시,A2+↓,A2+,2020.09.15,2020.09.15,2019.12.31,2021.06.30,,,,기업어음
에스케이브로드밴드(주),정기,A1,A1,2020.09.14,2020.09.14,2019.12.31,2021.06.30,,,,기업어음
(주)엘지유플러스,정기,A1,A1,2020.09.11,2020.09.11,2019.12.31,2021.06.30,,,,기업어음
씨제이대한통운(주),정기,A1,A1,2020.09.08,2020.09.09,2019.12.31,2021.06.30,,,,기업어음
(주)태영건설,정기,A2,A2,2020.09.04,2020.09.04,2019.12.31,2021.06.30,,,,기업어음
에스케이매직(주),본,,A2,2020.09.03,2020.09.04,2019.12.31,2021.06.30,,,,기업어음
이베스트투자증권(주),정기,A2+,A2+,2020.09.03,2020.09.03,2019.12.31,2021.06.30,,,,기업어음
(주)DGB캐피탈,정기,A2,A2+,2020.09.02,2020.09.02,2019.12.31,2021.06.30,,,,기업어음
(주)지에스리테일,정기,A1,A1,2020.08.31,2020.09.01,2019.12.31,2021.06.30,,,,기업어음
(주)에스앤아이코퍼레이션,정기,A1,A1,2020.08.28,2020.08.28,2019.12.31,2021.06.30,,,,기업어음
오케이캐피탈(주),정기,A3+,A3+,2020.08.27,2020.08.27,2019.12.31,2021.06.30,,,,기업어음
한미사이언스(주)((주)신한은행 보증),수시,A1,A1,2020.08.20,2020.08.20,2019.12.31,2021.02.23,,,,기업어음
깨끗한나라(주),정기,A3,A3,2020.08.19,2020.08.19,2019.12.31,2021.06.30,,,,기업어음
롯데글로벌로지스(주),본,,A2,2020.08.18,2020.08.18,2019.12.31,2021.06.30,,,,기업어음
웰릭스캐피탈(주)(웰컴크레디라인대부(주) 보증),본,,A3,2020.08.13,2020.08.13,2019.12.31,2021.06.30,,,,기업어음
효성티앤씨(주),본,,A2,2020.07.20,2020.07.21,2019.12.31,2021.06.30,,,,기업어음
씨제이포디플렉스(주),본,,A3-,2020.07.17,2020.07.17,2019.12.31,2021.06.30,,,,기업어음
대동기어(주)(대동공업(주) 보증),본,,A3,2020.07.13,2020.07.13,2019.12.31,2021.06.30,,,,기업어음
두산중공업(주),본,,A3-◆,2020.07.13,2020.07.13,2019.12.31,2021.06.30,,,,기업어음
우리자산신탁(주),본,,A2-,2020.07.10,2020.07.10,2019.12.31,2021.06.30,,,,기업어음
(주)케이이씨((주)신한은행 보증),본,,A1,2020.07.06,2020.07.06,2019.12.31,2021.06.30,,,,기업어음
벽산페인트(주)((주)신한은행 보증),본,,A1,2020.07.03,2020.07.03,2019.12.31,2021.06.30,,,,기업어음
현대캐피탈(주),본,,A1,2020.07.01,2020.07.01,2019.12.31,2021.06.30,,,,기업어음
(사)과학기술인공제회,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)BNK투자증권,본,,A2+,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)광주신세계,본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)도화엔지니어링,본,,A2+,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)동원에프앤비,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)신세계동대구복합환승센터,본,,A2+,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)신한금융지주회사,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)이브자리((주)신한은행 보증),본,,A1,2020.06.30,2020.06.30,2019.12.31,2020.10.16,,,,기업어음
(주)코리아세븐,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)포스코건설,본,,A2,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)하이프라자,본,,A2+,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)한화갤러리아,본,,A2-,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대그린푸드,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대백화점,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대퓨처넷,본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대홈쇼핑,본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
공무원연금공단,본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
대신증권(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
롯데푸드(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
삼성증권(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
신한금융투자(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
에스케이이엔에스(주),본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
에스케이증권(주),본,,A2+,2020.06.29,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
유진기업(주),본,,A3,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
한국조폐공사,본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
현대카드(주),본,,A1,2020.06.30,2020.06.30,2019.12.31,2021.06.30,,,,기업어음
(주)대림,본,,A2+,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
(주)레드캡투어,본,,A3+,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
(주)리드코프,본,,A3-,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
(주)애큐온캐피탈,본,,A2,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
(주)엠에스에이((주)신한은행 보증),본,,A1,2020.06.29,2020.06.29,2019.12.31,2020.10.29,,,,기업어음
(주)코람코자산신탁,본,,A2,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
대신에프앤아이(주),본,,A2,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
대한해운(주),본,,A3-,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
동원산업(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
롯데지주(주),본,,A1,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
롯데캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
부국증권(주),본,,A2+,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
신한캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
씨제이씨지브이(주),본,,A2,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
아이비케이투자증권(주),본,,A1,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
앤알캐피탈대부(주)((주)리드코프 보증),본,,A3-,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
엔에이치농협캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
유안타증권(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
유진투자증권(주),본,,A2+,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
하나에프앤아이(주),본,,A2-,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
하이투자증권(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
한국자산관리공사,본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
한국증권금융(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
한양증권(주),본,,A2,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
현대제철(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
화성산업(주),본,,A3-,2020.06.26,2020.06.29,2019.12.31,2021.06.30,,,,기업어음
희성피엠텍(주)((주)신한은행 보증),본,,A1,2020.06.29,2020.06.29,2019.12.31,2020.08.21,,,,기업어음
(주)부영주택,본,,A3+,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)신세계,본,,A1,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)신세계푸드,본,,A2+,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)이마트,본,,A1,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)케이비금융지주,본,,A1,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)태영건설,본,,A2,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
동원건설산업(주),본,,A3+,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
롯데알미늄(주),본,,A2+,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
에이치디씨현대산업개발(주),본,,A2+↓,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
중소벤처기업진흥공단,본,,A1,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
케이비부동산신탁(주),본,,A2+,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
케이티비투자증권(주),본,,A2-,2020.06.25,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
키움증권(주),본,,A1,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
한국지역난방공사,본,,A1,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
한화투자증권(주),본,,A1,2020.06.26,2020.06.26,2019.12.31,2021.06.30,,,,기업어음
(주)메리츠금융지주,본,,A1,2020.06.25,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(주)세아베스틸,본,,A2+,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(주)세아제강,본,,A2+,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(주)엘지생활건강,본,,A1,2020.06.25,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(주)지에스리테일,본,,A1,2020.06.25,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(주)케이이씨((주)신한은행 보증),본,,A1,2020.06.25,2020.06.25,2019.12.31,2020.07.06,,,,기업어음
(주)한국토지신탁,본,,A2,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
연합자산관리(주),본,,A1,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
이베스트투자증권(주),본,,A2+,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
케이티비네트워크(주),본,,A3+,2020.06.24,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
한국중부발전(주),본,,A1,2020.06.25,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
한국캐피탈(주),본,,A2-,2020.06.25,2020.06.25,2019.12.31,2021.06.30,,,,기업어음
(재)한국장학재단,본,,A1,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
(주)에스앤아이코퍼레이션,본,,A1,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
(주)조선호텔앤리조트,본,,A2-,2020.06.23,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
군인공제회,본,,A1,2020.06.23,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
롯데쇼핑(주),본,,A1,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
삼성중공업(주),본,,A3+,2020.06.23,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
씨제이(주),본,,A1,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
웰컴크레디라인대부(주),본,,A3,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
한국도로공사,본,,A1,2020.06.24,2020.06.24,2019.12.31,2021.06.30,,,,기업어음
(주)DGB캐피탈,본,,A2,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
(주)대명소노((주)신한은행 보증),본,,A1,2020.06.23,2020.06.23,2019.12.31,2021.03.23,,,,기업어음
(주)이랜드리테일,본,,A3+,2020.06.22,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
(주)이랜드월드,본,,A3,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
가온전선(주),본,,A2,2020.06.22,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
교보증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
메리츠캐피탈(주),본,,A2+,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
에스케이머티리얼즈에어플러스(주),본,,A2-,2020.06.22,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
엘에스엠트론(주),본,,A2-,2020.06.22,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
케이비증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
한국광물자원공사,본,,A1,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
한국투자증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
한화종합화학(주),본,,A1,2020.06.22,2020.06.23,2019.12.31,2021.06.30,,,,기업어음
(주)조흥((주)신한은행 보증),본,,A1,2020.06.22,2020.06.22,2019.12.31,2021.04.15,,,,기업어음
(주)지에스스포츠,본,,A3+,2020.06.19,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
(주)포스코아이씨티,본,,A2+,2020.06.19,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
대한토지신탁(주),본,,A3+,2020.06.22,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
세메스(주),본,,A1,2020.06.22,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
에스케이텔레콤(주),본,,A1,2020.06.19,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
율촌화학(주),본,,A1,2020.06.22,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
중앙일보(주),본,,A3,2020.06.19,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
중앙일보엠앤피(주)(중앙일보(주) 보증),본,,A3,2020.06.19,2020.06.22,2019.12.31,2020.09.11,,,,기업어음
한국투자캐피탈(주)(한국투자금융지주(주) 보증),본,,A1,2020.06.22,2020.06.22,2019.12.31,2020.12.31,,,,기업어음
한솔피엔에스(주),본,,A3,2020.06.22,2020.06.22,2019.12.31,2021.06.30,,,,기업어음
(주)대창석유((주)신한은행 보증),본,,A1,2020.06.19,2020.06.19,2019.12.31,2021.06.18,,,,기업어음
(주)엘지유플러스,본,,A1,2020.06.19,2020.06.19,2019.12.31,2021.06.30,,,,기업어음
메리츠증권(주),본,,A1,2020.06.18,2020.06.19,2019.12.31,2021.06.30,,,,기업어음
벡스인터코퍼레이션(주)((주)신한은행 보증),본,,A1,2020.06.19,2020.06.19,2019.12.31,2021.03.19,,,,기업어음
키움캐피탈(주),본,,A3+,2020.06.19,2020.06.19,2019.12.31,2021.06.30,,,,기업어음
한국관광공사,본,,A1,2020.06.18,2020.06.19,2019.12.31,2021.06.30,,,,기업어음
(주)반도건설,본,,A3+,2020.06.18,2020.06.18,2019.12.31,2021.06.30,,,,기업어음
JB우리캐피탈(주),본,,A1,2020.06.18,2020.06.18,2019.12.31,2021.06.30,,,,기업어음
롯데오토리스(주),본,,A2,2020.06.18,2020.06.18,2019.12.31,2021.06.30,,,,기업어음
에스케이실트론(주),본,,A2,2020.06.17,2020.06.18,2019.12.31,2021.06.30,,,,기업어음
에스케이하이닉스(주),본,,A1,2020.06.17,2020.06.18,2019.12.31,2021.06.30,,,,기업어음
한국콜마(주),본,,A2-,2020.06.16,2020.06.16,2019.12.31,2021.06.30,,,,기업어음
(주)두산,본,,A3◆,2020.06.15,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
(주)엔아이스틸((주)신한은행 보증),본,,A1,2020.06.15,2020.06.15,2019.12.31,2021.06.14,,,,기업어음
강원도개발공사,본,,A1,2020.06.15,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
두산건설(주),본,,B-,2020.06.12,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
두산중공업(주),수시,A3,A3-◆,2020.06.15,2020.06.15,2019.12.31,2020.06.30,,,,기업어음
오케이캐피탈(주),본,,A3+,2020.06.12,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
한국남부발전(주),본,,A1,2020.06.15,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
한화토탈(주),본,,A1,2020.06.12,2020.06.15,2019.12.31,2021.06.30,,,,기업어음
(주)대동,본,,A3,2020.06.11,2020.06.12,2019.12.31,2021.06.30,,,,기업어음
(주)엘아이지,본,,A2+,2020.06.11,2020.06.12,2019.12.31,2021.06.30,,,,기업어음
대동기어(주)(대동공업(주) 보증),본,,A3,2020.06.11,2020.06.12,2019.12.31,2020.11.07,,,,기업어음
에스케이종합화학(주),본,,A1,2020.06.12,2020.06.12,2019.12.31,2021.06.30,,,,기업어음
한국체인공업(주)(대동공업(주) 보증),본,,A3,2020.06.11,2020.06.12,2019.12.31,2020.08.12,,,,기업어음
한국투자캐피탈(주),본,,A2,2020.06.12,2020.06.12,2019.12.31,2021.06.30,,,,기업어음
한전케이피에스(주),본,,A1,2020.06.12,2020.06.12,2019.12.31,2021.06.30,,,,기업어음
(주)동방,본,,A3-,2020.06.10,2020.06.10,2019.12.31,2021.06.30,,,,기업어음
(주)서울신문사,본,,A3+,2020.06.09,2020.06.10,2019.12.31,2021.06.30,,,,기업어음
