기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,유효기간,요지,재무,보고서,Type
미래에셋캐피탈(주),본,,A1,2020.06.10,2020.06.10,2019.12.31,2021.06.30,,,,기업어음
벽산페인트(주)((주)신한은행 보증),본,,A1,2020.06.10,2020.06.10,2019.12.31,2020.07.07,,,,기업어음
코리아신탁(주),본,,A3,2020.06.10,2020.06.10,2019.12.31,2021.06.30,,,,기업어음
코리아오토글라스(주),본,,A1,2020.06.09,2020.06.10,2019.12.31,2021.06.30,,,,기업어음
(주)오뚜기,본,,A1,2020.06.08,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
비엔케이캐피탈(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
아시아나항공(주),본,,A3-◆,2020.06.08,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
에스케이에코플랜트(주),본,,A2-,2020.06.09,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
엔에이치투자증권(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
하나캐피탈(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,2021.06.30,,,,기업어음
한미사이언스(주)((주)신한은행 보증),본,,A1,2020.06.09,2020.06.09,2019.12.31,2021.02.23,,,,기업어음
(주)대륜이엔에스,본,,A3+,2020.06.05,2020.06.08,2019.12.31,2021.06.30,,,,기업어음
(주)대창((주)신한은행 보증),본,,A1,2020.06.08,2020.06.08,2019.12.31,2020.12.04,,,,기업어음
한국남동발전(주),본,,A1,2020.06.08,2020.06.08,2019.12.31,2021.06.30,,,,기업어음
한국동서발전(주),본,,A1,2020.06.08,2020.06.08,2019.12.31,2021.06.30,,,,기업어음
(주)씨제이이엔엠,본,,A1,2020.06.04,2020.06.05,2019.12.31,2021.06.30,,,,기업어음
(주)케이티,본,,A1,2020.06.04,2020.06.05,2019.12.31,2021.06.30,,,,기업어음
롯데카드(주),본,,A1,2020.06.05,2020.06.05,2019.12.31,2021.06.30,,,,기업어음
하이트진로(주),본,,A2,2020.06.04,2020.06.05,2019.12.31,2021.06.30,,,,기업어음
한국주택금융공사,본,,A1,2020.06.05,2020.06.05,2019.12.31,2021.06.30,,,,기업어음
(주)신세계센트럴시티,본,,A1,2020.06.04,2020.06.04,2019.12.31,2021.06.30,,,,기업어음
(주)아이비케이캐피탈,본,,A1,2020.06.04,2020.06.04,2019.12.31,2021.06.30,,,,기업어음
롯데렌탈(주),본,,A1,2020.06.03,2020.06.03,2019.12.31,2021.06.30,,,,기업어음
(주)한익스프레스((주)신한은행 보증),본,,A1,2020.06.02,2020.06.02,2019.12.31,2021.06.01,,,,기업어음
KB캐피탈(주),본,,A1,2020.06.02,2020.06.02,2019.12.31,2021.06.30,,,,기업어음
깨끗한나라(주),본,,A3,2020.06.01,2020.06.02,2019.12.31,2021.06.30,,,,기업어음
(주)케이씨씨건설,본,,A2,2020.06.01,2020.06.01,2019.12.31,2021.06.30,,,,기업어음
에스케이이노베이션(주),본,,A1,2020.06.01,2020.06.01,2019.12.31,2021.06.30,,,,기업어음
에스케이인천석유화학(주),본,,A1,2020.06.01,2020.06.01,2019.12.31,2021.06.30,,,,기업어음
제이티비씨스포츠(주)(제이티비씨스튜디오(주) 보증),본,,A3,2020.05.29,2020.06.01,2019.12.31,2020.12.07,,,,기업어음
제이티비씨플러스(주)(제이티비씨스튜디오(주) 보증),본,,A3,2020.05.29,2020.06.01,2019.12.31,2020.12.07,,,,기업어음
지에스칼텍스(주),본,,A1,2020.06.01,2020.06.01,2019.12.31,2021.06.30,,,,기업어음
현대오일뱅크(주),본,,A1,2020.06.01,2020.06.01,2019.12.31,2021.06.30,,,,기업어음
(주)우리카드,본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
(주)케이비국민카드,본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
DB금융투자(주),본,,A2+,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
산은캐피탈(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
삼성카드(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
신한카드(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
에스케이브로드밴드(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
코오롱인더스트리(주),본,,A2,2020.05.29,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
하나카드(주),본,,A1,2020.05.28,2020.05.29,2019.12.31,2021.06.30,,,,기업어음
롯데하이마트(주),본,,A1,2020.05.28,2020.05.28,2019.12.31,2021.06.30,,,,기업어음
하이트진로홀딩스(주)((주)신한은행 보증),본,,A1,2020.05.27,2020.05.27,2019.12.31,2020.12.14,,,,기업어음
한국토지주택공사,본,,A1,2020.05.26,2020.05.27,2019.12.31,2021.06.30,,,,기업어음
현대일렉트릭앤에너지시스템(주),본,,A2-,2020.05.27,2020.05.27,2019.12.31,2021.06.30,,,,기업어음
(주)한화,본,,A2+,2020.05.26,2020.05.26,2019.12.31,2021.06.30,,,,기업어음
한화디펜스(주),본,,A1,2020.05.25,2020.05.26,2019.12.31,2021.06.30,,,,기업어음
(주)흥화,본,,A3,2020.05.25,2020.05.25,2019.12.31,2021.06.30,,,,기업어음
동국제강(주),본,,A3-,2020.05.22,2020.05.25,2019.12.31,2021.06.30,,,,기업어음
오뚜기라면(주)((주)신한은행 보증),본,,A1,2020.05.25,2020.05.25,2019.12.31,2021.03.26,,,,기업어음
현대커머셜(주),본,,A1,2020.05.25,2020.05.25,2019.12.31,2021.06.30,,,,기업어음
(주)엘에스네트웍스,본,,A3+,2020.05.22,2020.05.22,2019.12.31,2021.06.30,,,,기업어음
롯데지알에스(주),본,,A2,2020.05.21,2020.05.22,2019.12.31,2021.06.30,,,,기업어음
씨제이씨지브이(주),수시,A2+↓,A2,2020.05.21,2020.05.22,2019.12.31,2020.06.30,,,,기업어음
에스케이네트웍스서비스(주),본,,A2-,2020.05.22,2020.05.22,2019.12.31,2021.06.30,,,,기업어음
지에스에너지(주),본,,A1,2020.05.21,2020.05.22,2019.12.31,2021.06.30,,,,기업어음
(주)케이씨씨,본,,A1,2020.05.20,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
(주)한솔홈데코,본,,A3,2020.05.21,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
쌍용건설(주),본,,A3,2020.05.21,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
아프로파이낸셜대부(주),본,,A2-,2020.05.20,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
에스케이(주),본,,A1,2020.05.21,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
오케이홀딩스대부(주)(아프로파이낸셜대부(주) 보증),본,,A2-,2020.05.20,2020.05.21,2019.12.31,2021.06.30,,,,기업어음
(주)케이티에스테이트,본,,A1,2020.05.20,2020.05.20,2019.12.31,2021.06.30,,,,기업어음
파르나스호텔(주),본,,A2+,2020.05.19,2020.05.19,2019.12.31,2021.06.30,,,,기업어음
한국항공우주산업(주),본,,A1,2020.05.18,2020.05.19,2019.12.31,2021.06.30,,,,기업어음
(주)이원,본,,A1,2020.05.18,2020.05.18,2019.12.31,2021.06.30,,,,기업어음
에스케이씨(주),본,,A2+,2020.05.15,2020.05.18,2019.12.31,2021.06.30,,,,기업어음
(주)다우데이타,본,,A2,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
(주)호텔롯데,본,,A1,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
(주)효성,본,,A2,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
(주)휴맥스,본,,A3-,2020.05.14,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
에스케이씨하이테크앤마케팅(주),본,,A3,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
에스케이케미칼(주),본,,A2,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
코오롱글로벌(주),본,,A3,2020.05.15,2020.05.15,2019.12.31,2021.06.30,,,,기업어음
(주)삼천리,본,,A1,2020.05.14,2020.05.14,2019.12.31,2021.06.30,,,,기업어음
(주)엘지하우시스,본,,A1,2020.05.13,2020.05.14,2019.12.31,2021.06.30,,,,기업어음
디엘(주),본,,A1,2020.05.14,2020.05.14,2019.12.31,2021.06.30,,,,기업어음
롯데건설(주),본,,A2+,2020.05.13,2020.05.14,2019.12.31,2021.06.30,,,,기업어음
(주)한라,본,,A3,2020.05.13,2020.05.13,2019.12.31,2021.06.30,,,,기업어음
에스케이루브리컨츠(주),본,,A1,2020.05.13,2020.05.13,2019.12.31,2021.06.30,,,,기업어음
HSD엔진(주),본,,B+,2020.05.11,2020.05.12,2019.12.31,2021.06.30,,,,기업어음
(주)티에스케이코퍼레이션,본,,A2+,2020.05.08,2020.05.08,2019.12.31,2021.06.30,,,,기업어음
한솔제지(주),본,,A2,2020.05.07,2020.05.08,2019.12.31,2021.06.30,,,,기업어음
현대건설기계(주),본,,A2-,2020.05.06,2020.05.07,2019.12.31,2021.06.30,,,,기업어음
씨제이푸드빌(주),본,,A3+,2020.05.06,2020.05.06,2019.12.31,2021.06.30,,,,기업어음
금호석유화학(주),본,,A2,2020.04.29,2020.04.29,2019.12.31,2021.06.30,,,,기업어음
효성화학(주),본,,A2,2020.04.29,2020.04.29,2019.12.31,2021.06.30,,,,기업어음
더클래스효성(주)((주)신한은행 보증),본,,A1,2020.04.27,2020.04.28,2019.12.31,2021.03.29,,,,기업어음
롯데컬처웍스(주),본,,A2+,2020.04.27,2020.04.28,2019.12.31,2021.06.30,,,,기업어음
효성중공업(주),본,,A2,2020.04.28,2020.04.28,2019.12.31,2021.06.30,,,,기업어음
(주)대우건설,본,,A2-,2020.04.24,2020.04.24,2019.12.31,2021.06.30,,,,기업어음
지에스이피에스(주),본,,A1,2020.04.24,2020.04.24,2019.12.31,2021.06.30,,,,기업어음
현대종합특수강(주),본,,A2-,2020.04.23,2020.04.23,2019.12.31,2021.06.30,,,,기업어음
(주)세아홀딩스,본,,A2,2020.04.20,2020.04.21,2019.12.31,2021.06.30,,,,기업어음
지에스건설(주),본,,A2,2020.04.21,2020.04.21,2019.12.31,2021.06.30,,,,기업어음
(주)하나금융지주,본,,A1,2020.04.20,2020.04.20,2019.12.31,2021.06.30,,,,기업어음
서진산업(주),수시,B+,취소,2020.04.20,2020.04.20,2019.12.31,2020.04.20,,,,기업어음
엘아이지넥스원(주),본,,A1,2020.04.20,2020.04.20,2019.12.31,2021.06.30,,,,기업어음
에스케이네트웍스(주),본,,A1,2020.04.17,2020.04.17,2019.12.31,2021.06.30,,,,기업어음
에스케이머티리얼즈(주),본,,A2+,2020.04.16,2020.04.17,2019.12.31,2021.06.30,,,,기업어음
효성첨단소재(주),본,,A2,2020.04.17,2020.04.17,2019.12.31,2021.06.30,,,,기업어음
서진산업(주),본,,B+,2020.04.14,2020.04.14,2019.12.31,2020.04.20,,,,기업어음
포스코에너지(주),본,,A1,2020.04.14,2020.04.14,2019.12.31,2021.06.30,,,,기업어음
(주)지에스,본,,A1,2020.04.13,2020.04.13,2019.12.31,2021.06.30,,,,기업어음
(주)풍산,본,,A2,2020.04.13,2020.04.13,2019.12.31,2021.06.30,,,,기업어음
롯데정보통신(주),본,,A1,2020.04.13,2020.04.13,2019.12.31,2021.06.30,,,,기업어음
메리츠캐피탈(주)((주)메리츠금융지주 보증),본,,A1,2020.04.13,2020.04.13,2019.12.31,2020.12.31,,,,기업어음
우리금융캐피탈(주),본,,A2+,2020.04.13,2020.04.13,2019.12.31,2021.06.30,,,,기업어음
(주)한화건설,본,,A2-,2020.04.10,2020.04.10,2019.12.31,2021.06.30,,,,기업어음
씨제이대한통운(주),본,,A1,2020.04.10,2020.04.10,2019.12.31,2021.06.30,,,,기업어음
에스케이에너지(주),본,,A1,2020.04.10,2020.04.10,2019.12.31,2021.06.30,,,,기업어음
한화에어로스페이스(주),본,,A1,2020.04.10,2020.04.10,2019.12.31,2021.06.30,,,,기업어음
한일홀딩스(주),본,,A2+,2020.04.01,2020.04.02,2019.12.31,2021.06.30,,,,기업어음
(주)화신,본,,A3,2020.03.31,2020.04.01,2019.12.31,2021.06.30,,,,기업어음
한화솔루션(주),본,,A1,2020.04.01,2020.04.01,2019.12.31,2021.06.30,,,,기업어음
삼성웰스토리(주),본,,A1,2020.03.30,2020.03.31,2019.12.31,2021.06.30,,,,기업어음
신성통상(주),정기,A3-,A3-,2020.03.31,2020.03.31,2019.06.30,2020.12.31,,,,기업어음
현대로템(주),본,,A3+,2020.03.30,2020.03.30,2019.12.31,2021.06.30,,,,기업어음
디엘에너지(주),본,,A2-,2020.03.26,2020.03.27,2018.12.31,2020.06.30,,,,기업어음
씨제이씨지브이(주),수시,A2+,A2+↓,2020.03.27,2020.03.27,2019.12.31,2020.06.30,,,,기업어음
한국투자캐피탈(주)(한국투자금융지주(주) 보증),본,,A1,2020.03.25,2020.03.25,2018.12.31,2020.06.30,,,,기업어음
씨제이(주),본,,A1,2020.03.24,2020.03.24,2018.12.31,2020.06.30,,,,기업어음
벡스인터코퍼레이션(주)((주)신한은행 보증),본,,A1,2020.03.20,2020.03.20,2018.12.31,2020.06.30,,,,기업어음
(주)하나금융지주,본,,A1,2020.03.19,2020.03.19,2018.12.31,2020.06.30,,,,기업어음
신영증권(주),정기,A1,A1,2020.03.19,2020.03.19,2019.03.31,2020.09.30,,,,기업어음
중앙일보엠앤피(주)(중앙일보(주) 보증),본,,A3,2020.03.13,2020.03.13,2018.12.31,2020.06.30,,,,기업어음
한국석유공사,본,,A1,2020.03.06,2020.03.06,2019.12.31,2021.06.30,,,,기업어음
한미사이언스(주)((주)신한은행 보증),본,,A1,2020.02.25,2020.02.25,2018.12.31,2020.06.30,,,,기업어음
제이티비씨스포츠(주)(제이티비씨스튜디오(주) 보증),본,,A3,2020.02.05,2020.02.06,2018.12.31,2020.06.30,,,,기업어음
제이티비씨플러스(주)(제이티비씨스튜디오(주) 보증),본,,A3,2020.02.05,2020.02.06,2018.12.31,2020.06.30,,,,기업어음
한화큐셀앤드첨단소재(주),수시,A2-↑,취소,2020.01.02,2020.01.02,2018.12.31,2020.06.30,,,,기업어음
(사)한국무역협회,정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
(주)금강((주)신한은행 보증),본,,A1,2019.12.31,2019.12.31,2019.06.30,2020.01.02,,,,기업어음
(주)호텔롯데,정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
동원건설산업(주),정기,A3+,A3+,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
롯데푸드(주),정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
신한금융투자(주),정기,A1,A1,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
쌍용씨앤이(주),정기,A2-,A2-,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
에스케이네트웍스(주),정기,A1,A1,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
파르나스호텔(주),정기,A2+,A2+,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
한국농수산식품유통공사,정기,A1,A1,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
한국증권금융(주),정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
한국항공우주산업(주),정기,A1,A1,2019.12.31,2019.12.31,2018.12.31,2020.06.30,,,,기업어음
(주)대림,정기,A2,A2,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)신세계,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)이랜드리테일,정기,A3+,A3+,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)이마트,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)코람코자산신탁,정기,A2,A2,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)한국토지신탁,정기,A2,A2,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
(주)한솔홈데코,정기,A3,A3,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
공무원연금공단,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
대한토지신탁(주),정기,A2-,A2-,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
두산중공업(주),정기,A3,A3,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
롯데알미늄(주),정기,A2+,A2+,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
미래에셋컨설팅(주),정기,A2,A2,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
씨제이씨지브이(주),정기,A2+,A2+,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
엘에스엠트론(주),정기,A2,A2-,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
연합자산관리(주),정기,A1,A1,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
케이비부동산신탁(주),정기,A2+,A2+,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
코리아신탁(주),정기,A3,A3,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
하나에프앤아이(주),정기,A2-,A2-,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
하이투자증권(주),정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
한국전력공사,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
한국주택금융공사,정기,A1,A1,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
한양증권(주),정기,A2,A2,2019.12.27,2019.12.30,2018.12.31,2020.06.30,,,,기업어음
희성전자(주)((주)신한은행 보증),정기,A1,A1,2019.12.27,2019.12.30,2018.12.31,2020.04.22,,,,기업어음
(주)BNK투자증권,정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)대우건설,정기,A2-,A2-,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)부영주택,정기,A3+,A3+,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)신세계인터내셔날,정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)엘에스네트웍스,수시,A3+,취소,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)엘지유플러스,정기,A1,A1,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)이랜드월드,정기,A3,A3,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)티에스케이코퍼레이션,정기,A2,A2,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)하이프라자,정기,A2+,A2+,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)한성((주)신한은행 보증),정기,A1,A1,2019.12.27,2019.12.27,2018.12.31,2020.05.11,,,,기업어음
(주)한익스프레스((주)신한은행 보증),정기,A1,A1,2019.12.27,2019.12.27,2018.12.31,2020.06.02,,,,기업어음
(주)효성,정기,A2,A2,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
군인공제회,정기,A1,A1,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
대신에프앤아이(주),정기,A2,A2,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
대한해운(주),정기,A3-,A3-,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
롯데물산(주),정기,A1,A1,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
부국증권(주),정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
세메스(주),정기,A1,A1,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
에스케이씨(주),정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
에스케이이엔에스(주),정기,A1,A1,2019.12.27,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
효성첨단소재(주),정기,A2,A2,2019.12.26,2019.12.27,2018.12.31,2020.06.30,,,,기업어음
(주)조선호텔앤리조트,정기,A2,A2-,2019.12.24,2019.12.26,2019.12.31,2020.06.30,,,,기업어음
(주)한성플랜지((주)신한은행 보증),정기,A1,A1,2019.12.26,2019.12.26,2018.12.31,2020.04.20,,,,기업어음
(주)현대그린푸드,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
(주)현대백화점,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
(주)현대퓨처넷,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
(주)현대홈쇼핑,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
(주)후성((주)신한은행 보증),정기,A1,A1,2019.12.26,2019.12.26,2018.12.31,2020.03.12,,,,기업어음
서진산업(주),정기,A3-,B+,2019.12.26,2019.12.26,2018.12.31,2020.04.20,,,,기업어음
중앙일보(주),정기,A3,A3,2019.12.24,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
화성산업(주),정기,A3-,A3-,2019.12.26,2019.12.26,2018.12.31,2020.06.30,,,,기업어음
(주)세아특수강,정기,A2-,A2-,2019.12.23,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
(주)세아홀딩스,정기,A2,A2,2019.12.23,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
(주)신한금융지주회사,정기,A1,A1,2019.12.24,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
(주)지에스리테일,정기,A1,A1,2019.12.23,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
(주)한라,정기,A3,A3,2019.12.23,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
삼성중공업(주),정기,A3+,A3+,2019.12.23,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
씨제이대한통운(주),정기,A1,A1,2019.12.24,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
한국복합물류(주),정기,A2,A2,2019.12.24,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
한국투자캐피탈(주)(한국투자금융지주(주) 보증),정기,A1,A1,2019.12.24,2019.12.24,2018.12.31,2019.12.31,,,,기업어음
한화투자증권(주),정기,A1,A1,2019.12.24,2019.12.24,2018.12.31,2020.06.30,,,,기업어음
(주)동원에프앤비,정기,A1,A1,2019.12.23,2019.12.23,2018.12.31,2020.06.30,,,,기업어음
(주)세아제강,정기,A2+,A2+,2019.12.23,2019.12.23,2018.12.31,2020.06.30,,,,기업어음
(주)세아창원특수강,정기,A2+,A2+,2019.12.23,2019.12.23,2018.12.31,2020.06.30,,,,기업어음
