회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
우리은행,COCOT2,23-03-이표(후순위)10-갑-18,3000.0,2029.03.18,정기,AA,AA,2019.04.11,S,회사채
우리은행,COCOT2,23-03-이표(후순위)10-갑-18,3000.0,2029.03.18,정기,안정적,안정적,2019.04.11,S,회사채
케이비캐피탈,SB,426-3,200.0,2024.05.03,본,,AA-,2019.04.11,S,회사채
케이비캐피탈,SB,426-3,200.0,2024.05.03,본,,안정적,2019.04.11,S,회사채
하나금융지주,COCOT1,4,2960.0,2099.12.31,정기,AA-,AA-,2019.04.11,S,회사채
하나금융지주,COCOT1,4,2960.0,2099.12.31,정기,안정적,안정적,2019.04.11,S,회사채
하나금융지주,SB,42-2,3500.0,2028.12.14,정기,AAA,AAA,2019.04.11,S,회사채
하나금융지주,SB,42-2,3500.0,2028.12.14,정기,안정적,안정적,2019.04.11,S,회사채
하나은행,COCOT2,하나은행(외환)(상)38-08이10갑-31(후),3000.0,2025.08.31,정기,AA,AA,2019.04.11,S,회사채
하나은행,COCOT2,하나은행(외환)(상)38-08이10갑-31(후),3000.0,2025.08.31,정기,안정적,안정적,2019.04.11,S,회사채
하나은행,HB,하나은행(외환)36-10이30갑-25(신종),1800.0,2043.10.25,정기,AA,AA,2019.04.11,S,회사채
하나은행,HB,하나은행(외환)36-10이30갑-25(신종),1800.0,2043.10.25,정기,안정적,안정적,2019.04.11,S,회사채
하나은행,SB,하나은행(외환)38-08이15갑-06(고콜),600.0,2030.08.06,정기,AAA,AAA,2019.04.11,S,회사채
하나은행,SB,하나은행(외환)38-08이15갑-06(고콜),600.0,2030.08.06,정기,안정적,안정적,2019.04.11,S,회사채
하나은행,SBS,하나은행13-09이120갑05후,2000.0,2023.09.05,정기,AA+,AA+,2019.04.11,S,회사채
하나은행,SBS,하나은행13-09이120갑05후,2000.0,2023.09.05,정기,안정적,안정적,2019.04.11,S,회사채
흥국화재해상보험,HB,1,920.0,2046.12.29,정기,A-,A-,2019.04.11,S,회사채
흥국화재해상보험,HB,1,920.0,2046.12.29,정기,안정적,안정적,2019.04.11,S,회사채
흥국화재해상보험,SBS,18,1000.0,2029.03.12,정기,A,A,2019.04.11,S P,회사채
흥국화재해상보험,SBS,18,1000.0,2029.03.12,정기,안정적,안정적,2019.04.11,S P,회사채
국도화학,SB,52,250.0,2021.10.29,정기,A+,A+,2019.04.10,S,회사채
국도화학,SB,52,250.0,2021.10.29,정기,안정적,안정적,2019.04.10,S,회사채
국도화학,SB,53,150.0,2022.04.22,본,,A+,2019.04.10,S,회사채
국도화학,SB,53,150.0,2022.04.22,본,,안정적,2019.04.10,S,회사채
삼성카드,FRN,2379,200.0,2024.06.21,정기,AA+,AA+,2019.04.10,S,회사채
삼성카드,FRN,2379,200.0,2024.06.21,정기,안정적,안정적,2019.04.10,S,회사채
삼성카드,SB,2389,600.0,2024.02.20,정기,AA+,AA+,2019.04.10,S,회사채
삼성카드,SB,2389,600.0,2024.02.20,정기,안정적,안정적,2019.04.10,S,회사채
제이비우리캐피탈,SB,380-5,200.0,2024.04.24,본,,AA-,2019.04.10,S,회사채
제이비우리캐피탈,SB,380-5,200.0,2024.04.24,본,,안정적,2019.04.10,S,회사채
지에스이앤알,SB,20-2,500.0,2024.04.22,본,,A+,2019.04.09,S R,회사채
지에스이앤알,SB,20-2,500.0,2024.04.22,본,,안정적,2019.04.09,S R,회사채
KB금융지주,COCOT1,조건부(상)1-2,500.0,2099.12.31,본,,AA-,2019.04.08,S,회사채
KB금융지주,COCOT1,조건부(상)1-2,500.0,2099.12.31,본,,안정적,2019.04.08,S,회사채
비엔케이캐피탈,SB,173-5,100.0,2023.04.18,본,,AA-,2019.04.05,S,회사채
비엔케이캐피탈,SB,173-5,100.0,2023.04.18,본,,안정적,2019.04.05,S,회사채
케이비증권,ELB,2019-435,47.29895595,2022.04.28,본,,AA,2019.04.05,S,회사채
케이비증권,ELB,2019-435,47.29895595,2022.04.28,본,,긍정적,2019.04.05,S,회사채
케이비증권,DLB,2019-686,500.0,2039.04.18,본,,AA,2019.04.05,S,회사채
케이비증권,DLB,2019-686,500.0,2039.04.18,본,,긍정적,2019.04.05,S,회사채
케이비증권,SB,36-2,2500.0,2024.04.18,본,,AA,2019.04.05,S,회사채
케이비증권,SB,36-2,2500.0,2024.04.18,본,,긍정적,2019.04.05,S,회사채
SK네트웍스,SB,181-2,1400.0,2023.04.17,정기,AA-,AA-,2019.04.04,S,회사채
SK네트웍스,SB,181-2,1400.0,2023.04.17,정기,안정적,안정적,2019.04.04,S,회사채
SK네트웍스,SB,182-3,1100.0,2026.04.18,본,,AA-,2019.04.04,S R,회사채
SK네트웍스,SB,182-3,1100.0,2026.04.18,본,,안정적,2019.04.04,S R,회사채
포스코건설,SB,56,1200.0,2022.04.15,본,,A,2019.04.04,S R,회사채
포스코건설,SB,56,1200.0,2022.04.15,본,,긍정적,2019.04.04,S R,회사채
현대캐피탈,SB,1804-2,200.0,2024.04.29,본,,AA+,2019.04.04,S,회사채
현대캐피탈,SB,1804-2,200.0,2024.04.29,본,,부정적,2019.04.04,S,회사채
현대캐피탈,FRN,1804-5,100.0,2024.04.29,본,,AA+,2019.04.04,S,회사채
현대캐피탈,FRN,1804-5,100.0,2024.04.29,본,,부정적,2019.04.04,S,회사채
GS,SB,18-2,1000.0,2024.04.16,본,,AA,2019.04.03,S R,회사채
GS,SB,18-2,1000.0,2024.04.16,본,,안정적,2019.04.03,S R,회사채
롯데카드,FRN,387-1,300.0,2022.01.10,정기,AA,AA,2019.04.03,S P,회사채
롯데카드,FRN,387-1,300.0,2022.01.10,정기,부정적,부정적,2019.04.03,S P,회사채
롯데카드,SB,388,500.0,2022.01.28,정기,AA,AA,2019.04.03,S P,회사채
롯데카드,SB,388,500.0,2022.01.28,정기,부정적,부정적,2019.04.03,S P,회사채
롯데카드,SB,390-2,500.0,2023.04.24,본,,AA,2019.04.03,S P,회사채
롯데카드,SB,390-2,500.0,2023.04.24,본,,부정적,2019.04.03,S P,회사채
메리츠캐피탈,SB,134,1400.0,2022.04.18,본,,A+,2019.04.03,S,회사채
메리츠캐피탈,SB,134,1400.0,2022.04.18,본,,안정적,2019.04.03,S,회사채
신한은행,SB,23-04-이-3-B,700.0,2022.04.11,본,,AAA,2019.04.03,S P,회사채
신한은행,SB,23-04-이-3-B,700.0,2022.04.11,본,,안정적,2019.04.03,S P,회사채
신한카드,FRN,2021-1,500.0,2022.01.11,정기,AA+,AA+,2019.04.03,S P,회사채
신한카드,FRN,2021-1,500.0,2022.01.11,정기,안정적,안정적,2019.04.03,S P,회사채
신한카드,SB,2028-3,300.0,2026.03.25,정기,AA+,AA+,2019.04.03,S P,회사채
신한카드,SB,2028-3,300.0,2026.03.25,정기,안정적,안정적,2019.04.03,S P,회사채
신한카드,SB,2030-2,400.0,2024.04.29,본,,AA+,2019.04.03,S P,회사채
신한카드,SB,2030-2,400.0,2024.04.29,본,,안정적,2019.04.03,S P,회사채
우리은행,SB,23-04-이표2.5-갑-29,3000.0,2021.10.29,본,,AAA,2019.04.03,S P,회사채
우리은행,SB,23-04-이표2.5-갑-29,3000.0,2021.10.29,본,,안정적,2019.04.03,S P,회사채
우리카드,FRN,146,1000.0,2021.12.07,정기,AA,AA,2019.04.03,S P,회사채
우리카드,FRN,146,1000.0,2021.12.07,정기,안정적,안정적,2019.04.03,S P,회사채
우리카드,SB,151,900.0,2023.03.29,본,,AA,2019.04.03,S P,회사채
우리카드,SB,151,900.0,2023.03.29,본,,안정적,2019.04.03,S P,회사채
우리카드,SB,99,500.0,2022.06.20,정기,AA,AA,2019.04.03,S P,회사채
우리카드,SB,99,500.0,2022.06.20,정기,안정적,안정적,2019.04.03,S P,회사채
율촌화학,SB,12-2,400.0,2024.04.16,본,,A+,2019.04.03,S,회사채
율촌화학,SB,12-2,400.0,2024.04.16,본,,안정적,2019.04.03,S,회사채
케이비국민카드,FRN,253-2,300.0,2023.09.18,정기,AA+,AA+,2019.04.03,S P,회사채
케이비국민카드,FRN,253-2,300.0,2023.09.18,정기,안정적,안정적,2019.04.03,S P,회사채
케이비국민카드,SB,271-4,200.0,2025.03.25,정기,AA+,AA+,2019.04.03,S P,회사채
케이비국민카드,SB,271-4,200.0,2025.03.25,정기,안정적,안정적,2019.04.03,S P,회사채
케이비국민카드,SB,273-2,500.0,2023.10.23,본,,AA+,2019.04.03,S P,회사채
케이비국민카드,SB,273-2,500.0,2023.10.23,본,,안정적,2019.04.03,S P,회사채
하나은행,COCOT2,42-04이10갑-26(후),3000.0,2029.04.26,본,,AA,2019.04.03,S P,회사채
하나은행,COCOT2,42-04이10갑-26(후),3000.0,2029.04.26,본,,안정적,2019.04.03,S P,회사채
하나카드,SB,95-3,500.0,2022.06.09,정기,AA,AA,2019.04.03,S P,회사채
하나카드,SB,95-3,500.0,2022.06.09,정기,안정적,안정적,2019.04.03,S P,회사채
현대위아,SB,81-2,400.0,2023.04.17,정기,AA-,AA-,2019.04.03,S R,회사채
현대위아,SB,81-2,400.0,2023.04.17,정기,안정적,안정적,2019.04.03,S R,회사채
현대위아,SB,82-2,1000.0,2024.04.16,본,,AA-,2019.04.03,S R,회사채
현대위아,SB,82-2,1000.0,2024.04.16,본,,안정적,2019.04.03,S R,회사채
현대카드,FRN,753,300.0,2022.03.07,정기,AA+,AA+,2019.04.03,S P,회사채
현대카드,FRN,753,300.0,2022.03.07,정기,부정적,부정적,2019.04.03,S P,회사채
현대카드,SB,754,200.0,2023.03.17,정기,AA+,AA+,2019.04.03,S P,회사채
현대카드,SB,754,200.0,2023.03.17,정기,부정적,부정적,2019.04.03,S P,회사채
현대카드,SB,756-3,200.0,2024.04.10,본,,AA+,2019.04.03,S P,회사채
현대카드,SB,756-3,200.0,2024.04.10,본,,부정적,2019.04.03,S P,회사채
엔에이치투자증권,SB,59-2,3500.0,2023.03.22,정기,AA+,AA+,2019.04.02,S,회사채
엔에이치투자증권,SB,59-2,3500.0,2023.03.22,정기,안정적,안정적,2019.04.02,S,회사채
엔에이치투자증권,SB,60-2,2500.0,2024.04.12,본,,AA+,2019.04.02,S P,회사채
엔에이치투자증권,SB,60-2,2500.0,2024.04.12,본,,안정적,2019.04.02,S P,회사채
하나금융투자,DLB,783,3.56,2022.04.29,본,,AA,2019.04.02,S,회사채
하나금융투자,DLB,783,3.56,2022.04.29,본,,안정적,2019.04.02,S,회사채
부산교통공사,PFB,2019-05,200.0,2022.06.25,본,,AAA,2019.04.01,S,회사채
부산교통공사,PFB,2019-05,200.0,2022.06.25,본,,안정적,2019.04.01,S,회사채
신한캐피탈,SB,391-3,500.0,2022.04.26,본,,AA-,2019.04.01,S,회사채
신한캐피탈,SB,391-3,500.0,2022.04.26,본,,안정적,2019.04.01,S,회사채
전북은행,SB,23-04이03갑-30,500.0,2022.04.30,본,,AA+,2019.04.01,S P,회사채
전북은행,SB,23-04이03갑-30,500.0,2022.04.30,본,,안정적,2019.04.01,S P,회사채
한국증권금융,SB,2019-1,1500.0,2022.02.22,정기,AAA,AAA,2019.04.01,S,회사채
한국증권금융,SB,2019-1,1500.0,2022.02.22,정기,안정적,안정적,2019.04.01,S,회사채
한국증권금융,SB,2019-2,1000.0,2022.05.24,본,,AAA,2019.04.01,S,회사채
한국증권금융,SB,2019-2,1000.0,2022.05.24,본,,안정적,2019.04.01,S,회사채
한일시멘트,SB,2-2(한일홀딩스 연대보증부),500.0,2023.04.17,정기,A+,A+,2019.04.01,S,회사채
한일시멘트,SB,2-2(한일홀딩스 연대보증부),500.0,2023.04.17,정기,안정적,안정적,2019.04.01,S,회사채
한일시멘트,SB,3,600.0,2022.04.12,본,,A+,2019.04.01,S R,회사채
한일시멘트,SB,3,600.0,2022.04.12,본,,안정적,2019.04.01,S R,회사채
현대중공업지주,SB,3-2,2200.0,2021.12.06,정기,A-,A-,2019.03.29,S,회사채
현대중공업지주,SB,3-2,2200.0,2021.12.06,정기,안정적,안정적,2019.03.29,S,회사채
현대중공업지주,SB,4-2,1600.0,2022.04.11,본,,A-,2019.03.29,S R,회사채
현대중공업지주,SB,4-2,1600.0,2022.04.11,본,,안정적,2019.03.29,S R,회사채
하나금융지주,COCOT1,5,2650.0,2099.12.31,본,,AA-,2019.03.28,S,회사채
하나금융지주,COCOT1,5,2650.0,2099.12.31,본,,안정적,2019.03.28,S,회사채
엘아이지넥스원,SB,7-2,500.0,2024.04.15,본,,AA-,2019.03.27,S R,회사채
엘아이지넥스원,SB,7-2,500.0,2024.04.15,본,,안정적,2019.03.27,S R,회사채
한국수자원공사,SB,203,1300.0,2029.10.21,정기,AAA,AAA,2019.03.27,S,회사채
한국수자원공사,SB,203,1300.0,2029.10.21,정기,안정적,안정적,2019.03.27,S,회사채
한국수자원공사,PFB,235,500.0,2037.11.09,정기,AAA,AAA,2019.03.27,S,회사채
한국수자원공사,PFB,235,500.0,2037.11.09,정기,안정적,안정적,2019.03.27,S,회사채
한국수자원공사,PFB,248,500.0,2029.04.01,본,,AAA,2019.03.27,S,회사채
한국수자원공사,PFB,248,500.0,2029.04.01,본,,안정적,2019.03.27,S,회사채
아주산업,SB,33-2,500.0,2022.04.17,본,,A-,2019.03.25,S R,회사채
아주산업,SB,33-2,500.0,2022.04.17,본,,안정적,2019.03.25,S R,회사채
효성중공업,SB,7-2,650.0,2022.04.04,본,,A,2019.03.25,S,회사채
효성중공업,SB,7-2,650.0,2022.04.04,본,,안정적,2019.03.25,S,회사채
인천도시공사,PFB,177,500.0,2022.03.28,본,,AA+,2019.03.21,S,회사채
인천도시공사,PFB,177,500.0,2022.03.28,본,,안정적,2019.03.21,S,회사채
한국산업은행,SB,산금19신이0300-0523-2,3000.0,2022.05.23,본,,AAA,2019.03.21,S,회사채
한국산업은행,SB,산금19신이0300-0523-2,3000.0,2022.05.23,본,,안정적,2019.03.21,S,회사채
엠캐피탈,SB,239,200.0,2022.04.05,본,,A,2019.03.20,S,회사채
엠캐피탈,SB,239,200.0,2022.04.05,본,,안정적,2019.03.20,S,회사채
롯데글로벌로지스,SB,45-2,500.0,2024.02.09,수시,,A,2019.03.19,S,회사채
롯데글로벌로지스,SB,45-2,500.0,2024.02.09,수시,,안정적,2019.03.19,S,회사채
경기주택도시공사,PFB,보상19-04-07가,0.33,2022.04.30,본,,AAA,2019.03.13,S,회사채
경기주택도시공사,PFB,보상19-04-07가,0.33,2022.04.30,본,,안정적,2019.03.13,S,회사채
롯데오토리스,SB,16,200.0,2022.03.15,본,,A,2019.03.13,S,회사채
롯데오토리스,SB,16,200.0,2022.03.15,본,,안정적,2019.03.13,S,회사채
에스케이브로드밴드,SB,47-2,1600.0,2024.03.26,본,,AA-,2019.03.13,S,회사채
에스케이브로드밴드,SB,47-2,1600.0,2024.03.26,본,,안정적,2019.03.13,S,회사채
케이비캐피탈,SB,423-2,100.0,2023.03.22,본,,AA-,2019.03.13,S,회사채
케이비캐피탈,SB,423-2,100.0,2023.03.22,본,,안정적,2019.03.13,S,회사채
한국해양진흥공사,PFB,1-2,3000.0,2049.03.28,본,,AAA,2019.03.13,S,회사채
한국해양진흥공사,PFB,1-2,3000.0,2049.03.28,본,,안정적,2019.03.13,S,회사채
현대카드,SB,754,200.0,2023.03.17,본,,AA+,2019.03.13,S P,회사채
현대카드,SB,754,200.0,2023.03.17,본,,부정적,2019.03.13,S P,회사채
케이비증권,DLB,2019-685,338.9364,2034.07.06,본,,AA,2019.03.11,S,회사채
케이비증권,DLB,2019-685,338.9364,2034.07.06,본,,긍정적,2019.03.11,S,회사채
케이비증권,ELB,5190호,4.0082,2022.03.15,본,,AA,2019.03.11,S,회사채
케이비증권,ELB,5190호,4.0082,2022.03.15,본,,긍정적,2019.03.11,S,회사채
현대커머셜,FRN,351-3,300.0,2024.03.15,본,,AA-,2019.03.11,S,회사채
현대커머셜,FRN,351-3,300.0,2024.03.15,본,,안정적,2019.03.11,S,회사채
현대커머셜,SB,353-3,500.0,2023.12.27,본,,AA-,2019.03.11,S,회사채
현대커머셜,SB,353-3,500.0,2023.12.27,본,,안정적,2019.03.11,S,회사채
미래에셋증권,SBS,50,5000.0,2025.03.21,본,,AA-,2019.03.08,S,회사채
미래에셋증권,SBS,50,5000.0,2025.03.21,본,,안정적,2019.03.08,S,회사채
한국수출입은행,SB,한국수출입금융1906나-이표-7,800.0,2026.06.03,본,,AAA,2019.03.08,S,회사채
한국수출입은행,SB,한국수출입금융1906나-이표-7,800.0,2026.06.03,본,,안정적,2019.03.08,S,회사채
한국지역난방공사,PFB,42-2,1000.0,2029.03.08,본,,AAA,2019.03.06,S,회사채
한국지역난방공사,PFB,42-2,1000.0,2029.03.08,본,,안정적,2019.03.06,S,회사채
한국캐피탈,SB,405-5,100.0,2022.03.07,본,,A-,2019.03.05,S,회사채
한국캐피탈,SB,405-5,100.0,2022.03.07,본,,안정적,2019.03.05,S,회사채
케이비국민카드,SB,271-4,200.0,2025.03.25,본,,AA+,2019.03.04,S P,회사채
케이비국민카드,SB,271-4,200.0,2025.03.25,본,,안정적,2019.03.04,S P,회사채
비엔케이캐피탈,SB,170-2,100,2024.03.08,본,,AA-,2019.02.28,S,회사채
비엔케이캐피탈,SB,170-2,100,2024.03.08,본,,안정적,2019.02.28,S,회사채
산은캐피탈,SB,621-4,300,2022.03.11,본,,AA-,2019.02.28,S,회사채
산은캐피탈,SB,621-4,300,2022.03.11,본,,안정적,2019.02.28,S,회사채
신한은행,SB,23-03-이-3-C,1600,2022.03.25,본,,AAA,2019.02.28,S P,회사채
신한은행,SB,23-03-이-3-C,1600,2022.03.25,본,,안정적,2019.02.28,S P,회사채
신한카드,SB,2028-3,300,2026.03.25,본,,AA+,2019.02.28,S P,회사채
신한카드,SB,2028-3,300,2026.03.25,본,,안정적,2019.02.28,S P,회사채
신한캐피탈,SB,389-4,400,2022.03.18,본,,AA-,2019.02.28,S,회사채
신한캐피탈,SB,389-4,400,2022.03.18,본,,안정적,2019.02.28,S,회사채
아이비케이캐피탈,SB,191-3,100,2024.03.26,본,,AA-,2019.02.28,S,회사채
아이비케이캐피탈,SB,191-3,100,2024.03.26,본,,안정적,2019.02.28,S,회사채
우리은행,COCOT2,23-03-이표(후순위)10-갑-18,3000,2029.03.18,본,,AA,2019.02.28,S P,회사채
우리은행,COCOT2,23-03-이표(후순위)10-갑-18,3000,2029.03.18,본,,안정적,2019.02.28,S P,회사채
전북은행,SB,23-03이03갑-27,300,2022.03.27,본,,AA+,2019.02.28,S P,회사채
전북은행,SB,23-03이03갑-27,300,2022.03.27,본,,안정적,2019.02.28,S P,회사채
중소기업은행,COCOT1,조건부(상)1903이(신종)영구B-08,2200,2099.12.31,본,,AA,2019.02.28,S,회사채
중소기업은행,COCOT1,조건부(상)1903이(신종)영구B-08,2200,2099.12.31,본,,안정적,2019.02.28,S,회사채
한국씨티은행,SB,23-03 복리 20-A,300,2039.03.25,본,,AAA,2019.02.28,S P,회사채
한국씨티은행,SB,23-03 복리 20-A,300,2039.03.25,본,,안정적,2019.02.28,S P,회사채
한국주택금융공사,SB,43,2500,2022.03.05,본,,AAA,2019.02.28,S,회사채
한국주택금융공사,SB,43,2500,2022.03.05,본,,안정적,2019.02.28,S,회사채
수협은행,COCOT1,수산금융채권(은행)19-03이영구(신종)-07,2000,2099.12.31,본,,A+,2019.02.27,S,회사채
수협은행,COCOT1,수산금융채권(은행)19-03이영구(신종)-07,2000,2099.12.31,본,,안정적,2019.02.27,S,회사채
한국동서발전,SB,32-2,400,2049.03.07,본,,AAA,2019.02.27,S,회사채
한국동서발전,SB,32-2,400,2049.03.07,본,,안정적,2019.02.27,S,회사채
한국투자캐피탈,SB,33(한국투자금융지주 권면보증),400,2022.03.04,본,,AA-,2019.02.27,S,회사채
한국투자캐피탈,SB,33(한국투자금융지주 권면보증),400,2022.03.04,본,,안정적,2019.02.27,S,회사채
현대카드,SB,752-5,100,2026.03.04,본,,AA+,2019.02.27,S P,회사채
현대카드,SB,752-5,100,2026.03.04,본,,부정적,2019.02.27,S P,회사채
현대카드,FRN,753,300,2022.03.07,본,,AA+,2019.02.27,S P,회사채
현대카드,FRN,753,300,2022.03.07,본,,부정적,2019.02.27,S P,회사채
롯데건설,SB,132-2,250,2024.03.12,본,,A,2019.02.26,S R,회사채
롯데건설,SB,132-2,250,2024.03.12,본,,안정적,2019.02.26,S R,회사채
메리츠증권,SBS,1903-1,2200,2026.03.14,본,,A+,2019.02.26,S,회사채
메리츠증권,SBS,1903-1,2200,2026.03.14,본,,안정적,2019.02.26,S,회사채
오릭스캐피탈코리아,SB,28(ORIX 권면보증),400,2024.03.08,본,,AA+,2019.02.26,S,회사채
오릭스캐피탈코리아,SB,28(ORIX 권면보증),400,2024.03.08,본,,안정적,2019.02.26,S,회사채
오일허브코리아여수,SB,5,500,2024.03.14,본,,A+,2019.02.26,S R,회사채
오일허브코리아여수,SB,5,500,2024.03.14,본,,안정적,2019.02.26,S R,회사채
국가철도공단,PFB,322,1500,2022.02.25,본,,AAA,2019.02.25,S,회사채
국가철도공단,PFB,322,1500,2022.02.25,본,,안정적,2019.02.25,S,회사채
제이비우리캐피탈,SB,378-5,400,2024.03.13,본,,AA-,2019.02.25,S,회사채
제이비우리캐피탈,SB,378-5,400,2024.03.13,본,,안정적,2019.02.25,S,회사채
농업협동조합중앙회,SB,농금채(중앙회)2019-5이5Y-A,1200,2024.05.09,본,,AAA,2019.02.22,S,회사채
농업협동조합중앙회,SB,농금채(중앙회)2019-5이5Y-A,1200,2024.05.09,본,,안정적,2019.02.22,S,회사채
중소기업은행,SB,기업은행(신)1905이3A-17,3400,2022.05.17,본,,AAA,2019.02.22,S,회사채
중소기업은행,SB,기업은행(신)1905이3A-17,3400,2022.05.17,본,,안정적,2019.02.22,S,회사채
현대캐피탈,SB,1797-2,400,2022.03.25,본,,AA+,2019.02.22,S,회사채
현대캐피탈,SB,1797-2,400,2022.03.25,본,,부정적,2019.02.22,S,회사채
현대캐피탈,FRN,1797-4,100,2024.03.27,본,,AA+,2019.02.22,S,회사채
현대캐피탈,FRN,1797-4,100,2024.03.27,본,,부정적,2019.02.22,S,회사채
흥국화재해상보험,SBS,18,1000,2029.03.12,본,,A,2019.02.22,S P,회사채
흥국화재해상보험,SBS,18,1000,2029.03.12,본,,안정적,2019.02.22,S P,회사채
KB금융지주,SB,37-2,700,2029.03.15,본,,AAA,2019.02.21,S,회사채
KB금융지주,SB,37-2,700,2029.03.15,본,,안정적,2019.02.21,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300,2037.06.21,수시,AA+,AA+,2019.02.21,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300,2037.06.21,수시,안정적,부정적,2019.02.21,S,회사채
부산은행,SB,2019-03이2.5A-14,500,2021.09.14,본,,AAA,2019.02.21,S P,회사채
부산은행,SB,2019-03이2.5A-14,500,2021.09.14,본,,안정적,2019.02.21,S P,회사채
