회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
엘지에너지솔루션,SB,1(LG화학 연대보증),2000,2026.03.13,수시,,안정적,2020.12.10,S,회사채
한국수출입은행,SB,한국수출입금융2103다-할인-1,2100,2022.03.04,본,,AAA,2020.12.10,S,회사채
한국수출입은행,SB,한국수출입금융2103다-할인-1,2100,2022.03.04,본,,안정적,2020.12.10,S,회사채
한국수출입은행,FRN,한국수출입금융2103라-할인-1,3000,2022.03.11,본,,AAA,2020.12.10,S,회사채
한국수출입은행,FRN,한국수출입금융2103라-할인-1,3000,2022.03.11,본,,안정적,2020.12.10,S,회사채
하나금융투자,ELB,888,89.0002,2023.12.29,본,,AA,2020.12.09,S,회사채
하나금융투자,ELB,888,89.0002,2023.12.29,본,,안정적,2020.12.09,S,회사채
하나금융투자,DLB,939(DLB),80,2021.12.31,본,,AA,2020.12.09,S,회사채
하나금융투자,DLB,939(DLB),80,2021.12.31,본,,안정적,2020.12.09,S,회사채
현대커머셜,SB,392-2,700,2023.12.18,본,,AA-,2020.12.09,S,회사채
현대커머셜,SB,392-2,700,2023.12.18,본,,안정적,2020.12.09,S,회사채
씨씨에스충북방송,BW1,12,60,2022.09.26,수시,CCC,CCC,2020.12.08,S,회사채
씨씨에스충북방송,BW1,12,60,2022.09.26,수시,부정적,안정적,2020.12.08,S,회사채
한국씨티은행,FRN,24-12 이 03-A10(변),800,2023.12.10,본,,AAA,2020.12.08,S,회사채
한국씨티은행,FRN,24-12 이 03-A10(변),800,2023.12.10,본,,안정적,2020.12.08,S,회사채
엠캐피탈,SB,272-2,100,2023.12.28,본,,A-,2020.12.07,S,회사채
엠캐피탈,SB,272-2,100,2023.12.28,본,,안정적,2020.12.07,S,회사채
한국투자캐피탈,SB,54-2,600,2022.12.09,본,,A,2020.12.07,S,회사채
한국투자캐피탈,SB,54-2,600,2022.12.09,본,,안정적,2020.12.07,S,회사채
DB금융투자,SBS,8,280,2022.03.25,수시,A-,A,2020.12.04,S,회사채
DB금융투자,SBS,8,280,2022.03.25,수시,긍정적,안정적,2020.12.04,S,회사채
대보건설,PP,5,300,2023.09.24,본,,BBB-,2020.12.04,S,회사채
대보건설,PP,5,300,2023.09.24,본,,안정적,2020.12.04,S,회사채
오케이캐피탈,PP,364,200,2022.12.10,본,,BBB+,2020.12.04,S,회사채
오케이캐피탈,PP,364,200,2022.12.10,본,,긍정적,2020.12.04,S,회사채
한국자산관리공사,PFB,48,3000,2025.12.09,본,,AAA,2020.12.04,S,회사채
한국자산관리공사,PFB,48,3000,2025.12.09,본,,안정적,2020.12.04,S,회사채
산은캐피탈,SB,657-2,200,2024.11.21,본,,AA-,2020.12.03,S,회사채
산은캐피탈,SB,657-2,200,2024.11.21,본,,안정적,2020.12.03,S,회사채
케이비캐피탈,SB,464-6,500,2025.12.04,본,,AA-,2020.12.03,S,회사채
케이비캐피탈,SB,464-6,500,2025.12.04,본,,안정적,2020.12.03,S,회사채
하나캐피탈,SB,320-4,500,2025.06.16,본,,AA-,2020.12.03,S,회사채
하나캐피탈,SB,320-4,500,2025.06.16,본,,안정적,2020.12.03,S,회사채
호텔신라,SB,71-3,500,2030.04.24,수시,AA,AA-,2020.12.03,S,회사채
호텔신라,SB,71-3,500,2030.04.24,수시,부정적,안정적,2020.12.03,S,회사채
부산도시공사,PFB,64,1000,2023.12.11,본,,AA+,2020.12.02,S,회사채
부산도시공사,PFB,64,1000,2023.12.11,본,,안정적,2020.12.02,S,회사채
대신증권,ELB,553,563.4102,2021.12.31,본,,AA-,2020.12.01,S,회사채
대신증권,ELB,553,563.4102,2021.12.31,본,,안정적,2020.12.01,S,회사채
디지비캐피탈,SB,67-2,500,2023.12.01,본,,A+,2020.12.01,S,회사채
디지비캐피탈,SB,67-2,500,2023.12.01,본,,안정적,2020.12.01,S,회사채
우리금융캐피탈,SB,409-3,600,2023.12.01,본,,A+↑,2020.12.01,S,회사채
우리금융캐피탈,SB,409-3,600,2023.12.01,본,,,2020.12.01,S,회사채
한국자산관리공사,PFB,47,1500,2025.12.07,본,,AAA,2020.12.01,S,회사채
한국자산관리공사,PFB,47,1500,2025.12.07,본,,안정적,2020.12.01,S,회사채
국민은행,FRN,4012이표일(03)1-23,1000,2021.12.23,본,,AAA,2020.11.30,S,회사채
국민은행,FRN,4012이표일(03)1-23,1000,2021.12.23,본,,안정적,2020.11.30,S,회사채
두산인프라코어,SB,72,1500,2022.12.09,본,,BBB,2020.11.30,S,회사채
두산인프라코어,SB,72,1500,2022.12.09,본,,유동적,2020.11.30,S,회사채
미래에셋캐피탈,SB,44-2,400,2023.12.11,본,,AA-,2020.11.30,S,회사채
미래에셋캐피탈,SB,44-2,400,2023.12.11,본,,안정적,2020.11.30,S,회사채
삼성카드,SB,2493,1000,2025.12.16,본,,AA+,2020.11.30,S,회사채
삼성카드,SB,2493,1000,2025.12.16,본,,안정적,2020.11.30,S,회사채
신한은행,SB,24-12-이-2-C,5000,2022.12.16,본,,AAA,2020.11.30,S,회사채
신한은행,SB,24-12-이-2-C,5000,2022.12.16,본,,안정적,2020.11.30,S,회사채
신한카드,SB,2099-2,500,2025.06.05,본,,AA+,2020.11.30,S,회사채
신한카드,SB,2099-2,500,2025.06.05,본,,안정적,2020.11.30,S,회사채
신한캐피탈,SB,431,600,2023.12.22,본,,AA-,2020.11.30,S,회사채
신한캐피탈,SB,431,600,2023.12.22,본,,안정적,2020.11.30,S,회사채
엔에이치농협캐피탈,SB,157-3,600,2025.12.29,본,,AA-,2020.11.30,S,회사채
엔에이치농협캐피탈,SB,157-3,600,2025.12.29,본,,안정적,2020.11.30,S,회사채
우리은행,SB,24-12-이표01-갑-16,4000,2021.12.16,본,,AAA,2020.11.30,S,회사채
우리은행,SB,24-12-이표01-갑-16,4000,2021.12.16,본,,안정적,2020.11.30,S,회사채
우리카드,SB,185,1200,2022.12.09,본,,AA,2020.11.30,S,회사채
우리카드,SB,185,1200,2022.12.09,본,,안정적,2020.11.30,S,회사채
전북은행,FRN,24-12이01갑-22(변),400,2021.12.22,본,,AA+,2020.11.30,S,회사채
전북은행,FRN,24-12이01갑-22(변),400,2021.12.22,본,,안정적,2020.11.30,S,회사채
케이비국민카드,SB,319-3,1000,2024.12.03,본,,AA+,2020.11.30,S,회사채
케이비국민카드,SB,319-3,1000,2024.12.03,본,,안정적,2020.11.30,S,회사채
평택도시공사,PFB,14,900,2021.12.17,본,,AA,2020.11.30,S,회사채
평택도시공사,PFB,14,900,2021.12.17,본,,안정적,2020.11.30,S,회사채
하나카드,SB,193,1000,2024.06.22,본,,AA,2020.11.30,S,회사채
하나카드,SB,193,1000,2024.06.22,본,,안정적,2020.11.30,S,회사채
한국수자원공사,PFB,262,2200,2026.01.20,본,,AAA,2020.11.30,S,회사채
한국수자원공사,PFB,262,2200,2026.01.20,본,,안정적,2020.11.30,S,회사채
씨제이씨지브이,PP,27(P-CBO),200,2023.06.25,수시,A,A-,2020.11.27,S,회사채
씨제이씨지브이,PP,27(P-CBO),200,2023.06.25,수시,부정적,안정적,2020.11.27,S,회사채
씨제이씨지브이,SB,31,2000,2023.12.15,본,,A-,2020.11.27,S,회사채
씨제이씨지브이,SB,31,2000,2023.12.15,본,,안정적,2020.11.27,S,회사채
한국캐피탈,FRN,400-2,80,2021.08.06,수시,A-,A,2020.11.27,S,회사채
한국캐피탈,FRN,400-2,80,2021.08.06,수시,긍정적,안정적,2020.11.27,S,회사채
한국캐피탈,SB,446-5,100,2023.11.09,수시,A-,A,2020.11.27,S,회사채
한국캐피탈,SB,446-5,100,2023.11.09,수시,긍정적,안정적,2020.11.27,S,회사채
한국캐피탈,SB,447-4,100,2023.12.14,본,,A,2020.11.27,S,회사채
한국캐피탈,SB,447-4,100,2023.12.14,본,,안정적,2020.11.27,S,회사채
키움증권,ELB,159,209.3971,2021.12.17,본,,AA-,2020.11.26,S,회사채
키움증권,ELB,159,209.3971,2021.12.17,본,,안정적,2020.11.26,S,회사채
한국투자증권,ELB,1495,225.8655,2023.12.29,본,,AA,2020.11.26,S,회사채
한국투자증권,ELB,1495,225.8655,2023.12.29,본,,안정적,2020.11.26,S,회사채
한국투자증권,DLB,154호(DLB),"30,000,000(USD)",2040.12.14,본,,AA,2020.11.26,S,회사채
한국투자증권,DLB,154호(DLB),"30,000,000(USD)",2040.12.14,본,,안정적,2020.11.26,S,회사채
농업협동조합중앙회,SB,농금채(중앙회)2021-2이5Y-A,1500,2026.02.08,본,,AAA,2020.11.25,S,회사채
농업협동조합중앙회,SB,농금채(중앙회)2021-2이5Y-A,1500,2026.02.08,본,,안정적,2020.11.25,S,회사채
미래에셋증권,DLB,1287(DLB),212.299,2021.12.31,본,,AA,2020.11.25,S,회사채
미래에셋증권,DLB,1287(DLB),212.299,2021.12.31,본,,안정적,2020.11.25,S,회사채
미래에셋증권,ELB,2703,178.1216,2023.12.29,본,,AA,2020.11.25,S,회사채
미래에셋증권,ELB,2703,178.1216,2023.12.29,본,,안정적,2020.11.25,S,회사채
케이비증권,DLB,5100호(DLB),550.4519,2021.12.31,본,,AA+,2020.11.25,S,회사채
케이비증권,DLB,5100호(DLB),550.4519,2021.12.31,본,,안정적,2020.11.25,S,회사채
케이비증권,ELB,5443호,233.2943,2023.12.29,본,,AA+,2020.11.25,S,회사채
케이비증권,ELB,5443호,233.2943,2023.12.29,본,,안정적,2020.11.25,S,회사채
한국투자금융지주,SB,30-2,900,2025.12.05,본,,AA-,2020.11.24,S,회사채
한국투자금융지주,SB,30-2,900,2025.12.05,본,,안정적,2020.11.24,S,회사채
호텔롯데,SB,56-2,200,2030.05.28,수시,AA,AA-,2020.11.24,S,회사채
호텔롯데,SB,56-2,200,2030.05.28,수시,부정적,안정적,2020.11.24,S,회사채
메리츠캐피탈,SB,175-5,100,2023.06.07,본,,A+,2020.11.23,S,회사채
메리츠캐피탈,SB,175-5,100,2023.06.07,본,,안정적,2020.11.23,S,회사채
아이비케이캐피탈,SB,227-6,500,2025.10.22,본,,AA-,2020.11.23,S,회사채
아이비케이캐피탈,SB,227-6,500,2025.10.22,본,,안정적,2020.11.23,S,회사채
오케이캐피탈,SB,365-2,100,2022.06.11,본,,BBB+,2020.11.23,S,회사채
오케이캐피탈,SB,365-2,100,2022.06.11,본,,긍정적,2020.11.23,S,회사채
중소기업은행,FRN,기업은행(변)2102이1A-03,3500,2022.02.03,본,,AAA,2020.11.23,S,회사채
중소기업은행,FRN,기업은행(변)2102이1A-03,3500,2022.02.03,본,,안정적,2020.11.23,S,회사채
중소기업은행,SB,기업은행(신)2102할1A-17(사),5500,2022.02.17,본,,AAA,2020.11.23,S,회사채
중소기업은행,SB,기업은행(신)2102할1A-17(사),5500,2022.02.17,본,,안정적,2020.11.23,S,회사채
SK,SB,294-2,900.0,2030.12.03,본,,AA+,2020.11.20,S,회사채
SK,SB,294-2,900.0,2030.12.03,본,,안정적,2020.11.20,S,회사채
KB금융지주,SB,45,600.0,2023.11.23,본,,AAA,2020.11.19,S,회사채
KB금융지주,SB,45,600.0,2023.11.23,본,,안정적,2020.11.19,S,회사채
SGC에너지,SB,7-2,1340.0,2023.10.28,수시,,A+,2020.11.19,S,회사채
SGC에너지,SB,7-2,1340.0,2023.10.28,수시,,안정적,2020.11.19,S,회사채
교보증권,SB,7-2,1000.0,2024.08.09,수시,A+,AA-,2020.11.18,S,회사채
교보증권,SB,7-2,1000.0,2024.08.09,수시,긍정적,안정적,2020.11.18,S,회사채
한국수력원자력,SB,59-3,900.0,2050.11.23,본,,AAA,2020.11.18,S,회사채
한국수력원자력,SB,59-3,900.0,2050.11.23,본,,안정적,2020.11.18,S,회사채
금호석유화학,SB,154-2,500.0,2024.04.29,수시,A,A,2020.11.17,S,회사채
금호석유화학,SB,154-2,500.0,2024.04.29,수시,안정적,긍정적,2020.11.17,S,회사채
메리츠증권,SB,2011-2,1000.0,2023.11.17,본,,AA-,2020.11.17,S,회사채
메리츠증권,SB,2011-2,1000.0,2023.11.17,본,,안정적,2020.11.17,S,회사채
에스케이에코플랜트,SB,165,1500.0,2023.11.27,본,,A-,2020.11.16,S,회사채
에스케이에코플랜트,SB,165,1500.0,2023.11.27,본,,안정적,2020.11.16,S,회사채
비엔케이캐피탈,SB,228-2,100.0,2025.12.11,본,,AA-,2020.11.13,S,회사채
비엔케이캐피탈,SB,228-2,100.0,2025.12.11,본,,안정적,2020.11.13,S,회사채
현대커머셜,SB,390,200.0,2021.12.23,본,,AA-,2020.11.13,S,회사채
현대커머셜,SB,390,200.0,2021.12.23,본,,안정적,2020.11.13,S,회사채
현대커머셜,FRN,391,400.0,2022.09.07,본,,AA-,2020.11.13,S,회사채
현대커머셜,FRN,391,400.0,2022.09.07,본,,안정적,2020.11.13,S,회사채
엔에이치투자증권,SB,62-3,700.0,2027.11.26,본,,AA+,2020.11.12,S,회사채
엔에이치투자증권,SB,62-3,700.0,2027.11.26,본,,안정적,2020.11.12,S,회사채
티웨이홀딩스,BW1,24,300.0,2023.10.22,수시,BB-↓,BB-↓,2020.11.12,S,회사채
티웨이홀딩스,BW1,24,300.0,2023.10.22,수시,,,2020.11.12,S,회사채
삼성물산,SB,113-2,800.0,2025.11.26,본,,AA+,2020.11.11,S,회사채
삼성물산,SB,113-2,800.0,2025.11.26,본,,안정적,2020.11.11,S,회사채
신한금융투자,ELB,2350호,87.1132,2023.12.29,본,,AA,2020.11.11,S,회사채
신한금융투자,ELB,2350호,87.1132,2023.12.29,본,,안정적,2020.11.11,S,회사채
하이투자증권,ELB,244,4.523,2021.12.10,본,,A+,2020.11.11,S,회사채
하이투자증권,ELB,244,4.523,2021.12.10,본,,안정적,2020.11.11,S,회사채
한국남부발전,SB,56,1100.0,2022.11.11,본,,AAA,2020.11.11,S,회사채
한국남부발전,SB,56,1100.0,2022.11.11,본,,안정적,2020.11.11,S,회사채
부산은행,SB,2020-11이2.0A-30(지),1000.0,2022.11.30,본,,AAA,2020.11.10,S,회사채
부산은행,SB,2020-11이2.0A-30(지),1000.0,2022.11.30,본,,안정적,2020.11.10,S,회사채
제이비우리캐피탈,SB,413-5,200.0,2024.12.10,본,,AA-,2020.11.10,S,회사채
제이비우리캐피탈,SB,413-5,200.0,2024.12.10,본,,안정적,2020.11.10,S,회사채
한국철도공사,PFB,194,1900.0,2022.11.25,본,,AAA,2020.11.10,S,회사채
한국철도공사,PFB,194,1900.0,2022.11.25,본,,안정적,2020.11.10,S,회사채
하나카드,SB,191-3,600.0,2025.05.27,본,,AA,2020.11.09,S,회사채
하나카드,SB,191-3,600.0,2025.05.27,본,,안정적,2020.11.09,S,회사채
오케이캐피탈,PP,360(아프로파이낸셜대부 연대보증),140.0,2022.02.09,본,,A-,2020.11.06,S,회사채
오케이캐피탈,PP,360(아프로파이낸셜대부 연대보증),140.0,2022.02.09,본,,안정적,2020.11.06,S,회사채
울산광역시도시공사,PFB,17,300.0,2023.11.27,본,,AA+,2020.11.06,S,회사채
울산광역시도시공사,PFB,17,300.0,2023.11.27,본,,안정적,2020.11.06,S,회사채
하나캐피탈,SB,318-4,500.0,2024.08.27,본,,AA-,2020.11.06,S,회사채
하나캐피탈,SB,318-4,500.0,2024.08.27,본,,안정적,2020.11.06,S,회사채
농협금융지주,SB,29-2,300.0,2025.11.06,본,,AAA,2020.11.05,S,회사채
농협금융지주,SB,29-2,300.0,2025.11.06,본,,안정적,2020.11.05,S,회사채
엠캐피탈,SB,269,50.0,2022.10.28,본,,A-,2020.11.04,S,회사채
엠캐피탈,SB,269,50.0,2022.10.28,본,,안정적,2020.11.04,S,회사채
케이비캐피탈,SB,463-2,400.0,2024.02.27,본,,AA-,2020.11.04,S,회사채
케이비캐피탈,SB,463-2,400.0,2024.02.27,본,,안정적,2020.11.04,S,회사채
한국투자캐피탈,SB,53-2(한국투자금융지주 권면보증),1200.0,2025.11.13,본,,AA-,2020.11.04,S,회사채
한국투자캐피탈,SB,53-2(한국투자금융지주 권면보증),1200.0,2025.11.13,본,,안정적,2020.11.04,S,회사채
산은캐피탈,SB,655-5,200.0,2025.11.27,본,,AA-,2020.11.02,S,회사채
산은캐피탈,SB,655-5,200.0,2025.11.27,본,,안정적,2020.11.02,S,회사채
국민은행,FRN,4011이(01)1변-5,1400.0,2021.11.05,본,,AAA,2020.10.30,S,회사채
국민은행,FRN,4011이(01)1변-5,1400.0,2021.11.05,본,,안정적,2020.10.30,S,회사채
국민은행,SB,4011이표일(03)2-16,2100.0,2022.11.16,본,,AAA,2020.10.30,S,회사채
국민은행,SB,4011이표일(03)2-16,2100.0,2022.11.16,본,,안정적,2020.10.30,S,회사채
삼성카드,SB,2492,300.0,2025.11.06,본,,AA+,2020.10.30,S,회사채
삼성카드,SB,2492,300.0,2025.11.06,본,,안정적,2020.10.30,S,회사채
신한은행,FRN,24-11-이-1-B(변동),1600.0,2021.11.27,본,,AAA,2020.10.30,S,회사채
신한은행,FRN,24-11-이-1-B(변동),1600.0,2021.11.27,본,,안정적,2020.10.30,S,회사채
신한은행,SB,24-11-이-2.25-A,2300.0,2023.02.16,본,,AAA,2020.10.30,S,회사채
신한은행,SB,24-11-이-2.25-A,2300.0,2023.02.16,본,,안정적,2020.10.30,S,회사채
신한카드,SB,2098-4,1000.0,2026.02.27,본,,AA+,2020.10.30,S,회사채
신한카드,SB,2098-4,1000.0,2026.02.27,본,,안정적,2020.10.30,S,회사채
엔에이치농협캐피탈,SB,156,700.0,2023.11.24,본,,AA-,2020.10.30,S,회사채
엔에이치농협캐피탈,SB,156,700.0,2023.11.24,본,,안정적,2020.10.30,S,회사채
엘에스엠트론,PP,11(P-CBO),1000.0,2023.11.26,본,,A-,2020.10.30,S B,회사채
엘에스엠트론,PP,11(P-CBO),1000.0,2023.11.26,본,,부정적,2020.10.30,S B,회사채
우리카드,SB,184-2,500.0,2024.09.30,본,,AA,2020.10.30,S,회사채
우리카드,SB,184-2,500.0,2024.09.30,본,,안정적,2020.10.30,S,회사채
전북은행,FRN,24-11이02갑-26,500.0,2022.11.26,본,,AA+,2020.10.30,S,회사채
전북은행,FRN,24-11이02갑-26,500.0,2022.11.26,본,,안정적,2020.10.30,S,회사채
케이비국민카드,SB,318-3,700.0,2025.09.24,본,,AA+,2020.10.30,S,회사채
케이비국민카드,SB,318-3,700.0,2025.09.24,본,,안정적,2020.10.30,S,회사채
하나은행,FRN,43-11이1갑-05(1-변),2500.0,2021.11.05,본,,AAA,2020.10.30,S,회사채
하나은행,FRN,43-11이1갑-05(1-변),2500.0,2021.11.05,본,,안정적,2020.10.30,S,회사채
하나은행,SB,43-11이3갑-12,1800.0,2023.11.12,본,,AAA,2020.10.30,S,회사채
하나은행,SB,43-11이3갑-12,1800.0,2023.11.12,본,,안정적,2020.10.30,S,회사채
한국토지주택공사,PFB,토지주택채권(용지)20-10,0.04,2023.10.31,본,,AAA,2020.10.30,S,회사채
한국토지주택공사,PFB,토지주택채권(용지)20-10,0.04,2023.10.31,본,,안정적,2020.10.30,S,회사채
현대카드,SB,816-5,100.0,2025.11.26,본,,AA,2020.10.30,S,회사채
현대카드,SB,816-5,100.0,2025.11.26,본,,안정적,2020.10.30,S,회사채
롯데카드,SB,431-4,700.0,2025.11.21,본,,AA-,2020.10.29,S,회사채
롯데카드,SB,431-4,700.0,2025.11.21,본,,안정적,2020.10.29,S,회사채
지지무역,PP,1(P-CBO),100.0,2023.06.25,정기,BB,BB,2020.10.29,S,회사채
지지무역,PP,1(P-CBO),100.0,2023.06.25,정기,부정적,부정적,2020.10.29,S,회사채
키움증권,ELB,145,4.9443,2021.11.29,본,,AA-,2020.10.29,S,회사채
키움증권,ELB,145,4.9443,2021.11.29,본,,안정적,2020.10.29,S,회사채
하나금융투자,ELB,847,50.0,2023.11.23,본,,AA,2020.10.29,S,회사채
하나금융투자,ELB,847,50.0,2023.11.23,본,,안정적,2020.10.29,S,회사채
하나금융투자,DLB,916(DLB),10.0,2021.11.12,본,,AA,2020.10.29,S,회사채
하나금융투자,DLB,916(DLB),10.0,2021.11.12,본,,안정적,2020.10.29,S,회사채
한국투자증권,DLB,123호(DLB),20.5078,2021.11.30,본,,AA,2020.10.29,S,회사채
한국투자증권,DLB,123호(DLB),20.5078,2021.11.30,본,,안정적,2020.10.29,S,회사채
한국투자증권,ELB,1456,150.0007,2021.12.24,본,,AA,2020.10.29,S,회사채
한국투자증권,ELB,1456,150.0007,2021.12.24,본,,안정적,2020.10.29,S,회사채
신한금융지주회사,SB,136-2,1500.0,2025.10.29,본,,AAA,2020.10.28,S,회사채
신한금융지주회사,SB,136-2,1500.0,2025.10.29,본,,안정적,2020.10.28,S,회사채
오케이캐피탈,PP,359,50.0,2022.01.27,본,,BBB+,2020.10.28,S,회사채
오케이캐피탈,PP,359,50.0,2022.01.27,본,,긍정적,2020.10.28,S,회사채
BNK금융지주,SB,31,1000.0,2023.10.29,본,,AAA,2020.10.26,S,회사채
BNK금융지주,SB,31,1000.0,2023.10.29,본,,안정적,2020.10.26,S,회사채
국민은행,COCOT2,4011이표일(03)10(후)-9(사),4000.0,2030.11.09,본,,AA,2020.10.26,S,회사채
국민은행,COCOT2,4011이표일(03)10(후)-9(사),4000.0,2030.11.09,본,,안정적,2020.10.26,S,회사채
농협은행,SB,농업금융채권(은행)2021-01할9M-C,1500.0,2021.10.13,본,,AAA,2020.10.26,S,회사채
농협은행,SB,농업금융채권(은행)2021-01할9M-C,1500.0,2021.10.13,본,,안정적,2020.10.26,S,회사채
메리츠캐피탈,SB,173,400.0,2022.02.11,본,,A+,2020.10.26,S,회사채
메리츠캐피탈,SB,173,400.0,2022.02.11,본,,안정적,2020.10.26,S,회사채
우리금융캐피탈,SB,406-3,900.0,2023.10.13,수시,A+,A+↑,2020.10.26,S,회사채
우리금융캐피탈,SB,406-3,900.0,2023.10.13,수시,안정적,,2020.10.26,S,회사채
우리금융캐피탈,SB,408-4,1100.0,2023.11.20,본,,A+↑,2020.10.26,S,회사채
우리금융캐피탈,SB,408-4,1100.0,2023.11.20,본,,,2020.10.26,S,회사채
하나금융지주,SB,49-2,1600.0,2030.10.28,본,,AAA,2020.10.26,S,회사채
하나금융지주,SB,49-2,1600.0,2030.10.28,본,,안정적,2020.10.26,S,회사채
현대캐피탈,SB,1868-6,200.0,2030.10.29,본,,AA,2020.10.26,S,회사채
현대캐피탈,SB,1868-6,200.0,2030.10.29,본,,안정적,2020.10.26,S,회사채
현대캐피탈,FRN,1871-6,200.0,2030.11.12,본,,AA,2020.10.26,S,회사채
현대캐피탈,FRN,1871-6,200.0,2030.11.12,본,,안정적,2020.10.26,S,회사채
오케이캐피탈,SB,362,308.96,2022.01.23,본,,BBB+,2020.10.23,S,회사채
오케이캐피탈,SB,362,308.96,2022.01.23,본,,긍정적,2020.10.23,S,회사채
지에스이앤알,SB,24,500.0,2025.11.06,본,,A+,2020.10.23,S,회사채
지에스이앤알,SB,24,500.0,2025.11.06,본,,안정적,2020.10.23,S,회사채
평택에너지서비스,SB,5-2,300.0,2023.11.06,본,,A,2020.10.23,S,회사채
평택에너지서비스,SB,5-2,300.0,2023.11.06,본,,안정적,2020.10.23,S,회사채
한국항공우주산업,SB,25,3000.0,2023.11.05,본,,AA-,2020.10.23,S,회사채
한국항공우주산업,SB,25,3000.0,2023.11.05,본,,안정적,2020.10.23,S,회사채
비보존제약,PP,9-3(P-CBO),27.0,2023.09.24,수시,,BB-,2020.10.22,S,회사채
비보존제약,PP,9-3(P-CBO),27.0,2023.09.24,수시,,안정적,2020.10.22,S,회사채
신한은행,COCOT1,24-11-이-영구-5-갑,3000.0,2099.12.31,본,,AA-,2020.10.22,S,회사채
신한은행,COCOT1,24-11-이-영구-5-갑,3000.0,2099.12.31,본,,안정적,2020.10.22,S,회사채
엠캐피탈,SB,268-2,200.0,2023.04.27,본,,A-,2020.10.22,S,회사채
엠캐피탈,SB,268-2,200.0,2023.04.27,본,,안정적,2020.10.22,S,회사채
케이비증권,DLB,5079호(DLB),10.4734,2021.11.30,본,,AA+,2020.10.22,S,회사채
케이비증권,DLB,5079호(DLB),10.4734,2021.11.30,본,,안정적,2020.10.22,S,회사채
케이비증권,ELB,5400호,320.0,2021.12.30,본,,AA+,2020.10.22,S,회사채
케이비증권,ELB,5400호,320.0,2021.12.30,본,,안정적,2020.10.22,S,회사채
한국해양진흥공사,PFB,9,1100.0,2050.10.27,본,,AAA,2020.10.22,S,회사채
한국해양진흥공사,PFB,9,1100.0,2050.10.27,본,,안정적,2020.10.22,S,회사채
한화투자증권,DLB,240,0.01,2021.11.02,본,,A+,2020.10.22,S,회사채
한화투자증권,DLB,240,0.01,2021.11.02,본,,안정적,2020.10.22,S,회사채
한국중부발전,SB,59-2,600.0,2025.10.30,본,,AAA,2020.10.21,S,회사채
한국중부발전,SB,59-2,600.0,2025.10.30,본,,안정적,2020.10.21,S,회사채
디지비캐피탈,SB,66-2,600.0,2023.10.20,본,,A+,2020.10.20,S,회사채
디지비캐피탈,SB,66-2,600.0,2023.10.20,본,,안정적,2020.10.20,S,회사채
메리츠증권,SB,2010-3,200.0,2023.10.20,본,,AA-,2020.10.20,S,회사채
메리츠증권,SB,2010-3,200.0,2023.10.20,본,,안정적,2020.10.20,S,회사채
미래에셋증권,DLB,1262(DLB),50.0,2021.11.30,본,,AA,2020.10.20,S,회사채
미래에셋증권,DLB,1262(DLB),50.0,2021.11.30,본,,안정적,2020.10.20,S,회사채
미래에셋증권,ELB,2648,330.0,2021.12.30,본,,AA,2020.10.20,S,회사채
미래에셋증권,ELB,2648,330.0,2021.12.30,본,,안정적,2020.10.20,S,회사채
미래에셋증권,SB,55,1000.0,2025.10.21,본,,AA,2020.10.20,S,회사채
미래에셋증권,SB,55,1000.0,2025.10.21,본,,안정적,2020.10.20,S,회사채
해태제과식품,SB,15,500.0,2022.07.10,수시,A,A,2020.10.20,S,회사채
해태제과식품,SB,15,500.0,2022.07.10,수시,부정적,안정적,2020.10.20,S,회사채
국민은행,FRN,4010이(01)1변-30,1500.0,2021.10.30,본,,AAA,2020.10.16,S,회사채
국민은행,FRN,4010이(01)1변-30,1500.0,2021.10.30,본,,안정적,2020.10.16,S,회사채
국민은행,SB,4010이표일(03)1-29,2500.0,2021.10.29,본,,AAA,2020.10.16,S,회사채
국민은행,SB,4010이표일(03)1-29,2500.0,2021.10.29,본,,안정적,2020.10.16,S,회사채
풀무원,SBS,68,500.0,2050.10.29,본,,BBB+,2020.10.16,S,회사채
풀무원,SBS,68,500.0,2050.10.29,본,,안정적,2020.10.16,S,회사채
현대위아,SB,84,1800.0,2023.10.27,본,,AA-,2020.10.16,S R,회사채
현대위아,SB,84,1800.0,2023.10.27,본,,안정적,2020.10.16,S R,회사채
알씨아이파이낸셜서비스코리아,SB,88-2,300.0,2023.01.16,본,,A+,2020.10.15,S,회사채
알씨아이파이낸셜서비스코리아,SB,88-2,300.0,2023.01.16,본,,안정적,2020.10.15,S,회사채
애큐온캐피탈,SB,143,400.0,2021.11.12,본,,A,2020.10.15,S,회사채
애큐온캐피탈,SB,143,400.0,2021.11.12,본,,안정적,2020.10.15,S,회사채
오릭스캐피탈코리아,SB,35(ORIX 권면보증),500.0,2023.10.23,본,,AA+,2020.10.15,S,회사채
오릭스캐피탈코리아,SB,35(ORIX 권면보증),500.0,2023.10.23,본,,안정적,2020.10.15,S,회사채
나래에너지서비스,SB,4,1000.0,2023.10.27,본,,A+,2020.10.14,S,회사채
나래에너지서비스,SB,4,1000.0,2023.10.27,본,,안정적,2020.10.14,S,회사채
다우기술,SB,3,1500.0,2023.10.29,본,,A,2020.10.14,S,회사채
다우기술,SB,3,1500.0,2023.10.29,본,,안정적,2020.10.14,S,회사채
신한금융투자,SB,21-3,300.0,2025.10.27,본,,AA,2020.10.14,S,회사채
