기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,발행한도(억원),유효기간,요지,재무,보고서,Type
케이비증권(주),본,,A1,2014.06.27,2014.06.27,2013.12.31,15000,2015.06.30,,,,전자단기사채
메리츠증권(주),본,,A1,2014.06.26,2014.06.26,2013.12.31,9000,2015.06.17,,,,전자단기사채
씨에스유통(주),본,,A2+,2014.06.26,2014.06.26,2013.12.31,1000,2015.06.30,,,,전자단기사채
아이엠투자증권(주),본,,A2,2014.06.26,2014.06.26,2014.03.31,3000,2015.06.30,,,,전자단기사채
유진투자증권(주),본,,A2+,2014.06.26,2014.06.26,2014.03.31,4500,2015.06.30,,,,전자단기사채
한국투자증권(주),본,,A1,2014.06.26,2014.06.26,2013.12.31,10000,2015.06.30,,,,전자단기사채
한화투자증권(주),본,,A1,2014.06.26,2014.06.26,2014.03.31,5000,2015.06.23,,,,전자단기사채
홈플러스스토어즈(주),본,,A1,2014.06.26,2014.06.26,2013.12.31,3000,2015.06.25,,,,전자단기사채
(주)현대그린푸드,본,,A1,2014.06.25,2014.06.25,2013.12.31,1000,2015.06.30,,,,전자단기사채
(주)현대백화점,본,,A1,2014.06.25,2014.06.25,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)현대홈쇼핑,본,,A1,2014.06.25,2014.06.25,2013.12.31,4000,2015.06.24,,,,전자단기사채
롯데카드(주),본,,A1,2014.06.25,2014.06.25,2014.03.31,10000,2015.06.30,,,,전자단기사채
(주)광주신세계,본,,A1,2014.06.24,2014.06.24,2013.12.31,800,2015.06.30,,,,전자단기사채
(주)아이비케이캐피탈,본,,A1,2014.06.24,2014.06.24,2014.03.31,15000,2015.06.30,,,,전자단기사채
(주)애큐온캐피탈,본,,A2+,2014.06.24,2014.06.24,2014.03.31,8500,2015.06.30,,,,전자단기사채
동부제철(주),수시,A3-,A3-↓,2014.06.24,2014.06.24,2014.03.31,500,2015.06.30,,,,전자단기사채
현대기업금융(주),본,,A3+,2014.06.24,2014.06.24,2013.12.31,500,2015.06.17,,,,전자단기사채
미래에셋증권(주),본,,A1,2014.06.23,2014.06.23,2013.12.31,20000,2015.06.30,,,,전자단기사채
신한금융투자(주),본,,A1,2014.06.23,2014.06.23,2013.12.31,10000,2015.06.25,,,,전자단기사채
(주)신세계,본,,A1,2014.06.20,2014.06.20,2013.12.31,8000,2015.06.30,,,,전자단기사채
(주)이마트,본,,A1,2014.06.20,2014.06.20,2013.12.31,8000,2015.06.30,,,,전자단기사채
KB캐피탈(주),수시,A1,A1,2014.06.20,2014.06.20,2014.03.31,1000,2015.06.17,,,,전자단기사채
동부제철(주),본,,A3-,2014.06.20,2014.06.20,2014.03.31,500,2015.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2014.06.20,2014.06.20,2013.12.31,20000,2015.06.29,,,,전자단기사채
삼성증권(주),본,,A1,2014.06.20,2014.06.20,2013.12.31,10000,2015.06.17,,,,전자단기사채
이베스트투자증권(주),본,,A2+,2014.06.20,2014.06.20,2013.12.31,2500,2015.06.30,,,,전자단기사채
롯데쇼핑(주),본,,A1,2014.06.19,2014.06.19,2013.12.31,10000,2015.06.30,,,,전자단기사채
에스케이텔링크(주),본,,A2+,2014.06.19,2014.06.19,2013.12.31,1000,2015.06.21,,,,전자단기사채
하나에스케이카드(주),본,,A1,2014.06.13,2014.06.13,2014.03.31,5000,2015.06.30,,,,전자단기사채
비엔케이캐피탈(주),본,,A2+,2014.06.12,2014.06.12,2014.03.31,1000,2015.06.30,,,,전자단기사채
신한카드(주),수시,A1,A1,2014.06.12,2014.06.12,2014.03.31,25000,2014.06.30,,,,전자단기사채
씨제이씨지브이(주),본,,A1,2014.06.12,2014.06.12,2014.03.31,1000,2015.06.30,,,,전자단기사채
(주)애큐온캐피탈,수시,A1↓,A2+,2014.06.10,2014.06.10,2014.03.31,8500,2014.06.30,,,,전자단기사채
대신에프앤아이(주),본,,A1,2014.06.10,2014.06.10,2014.03.31,5000,2015.06.30,,,,전자단기사채
현대삼호중공업(주),본,,A1,2014.06.10,2014.06.10,2014.03.31,3500,2015.06.30,,,,전자단기사채
엔에이치투자증권(주),본,,A1,2014.06.09,2014.06.09,2013.12.31,40000,2015.06.24,,,,전자단기사채
(주)광주은행,본,,A1,2014.06.02,2014.06.02,2013.12.31,800,2015.06.30,,,,전자단기사채
한국서부발전(주),본,,A1,2014.06.02,2014.06.02,2014.03.31,5000,2015.06.15,,,,전자단기사채
(주)우리카드,본,,A1,2014.05.30,2014.05.30,2014.03.31,20000,2015.06.30,,,,전자단기사채
(주)케이비국민카드,본,,A1,2014.05.30,2014.05.30,2014.03.31,11000,2015.06.30,,,,전자단기사채
롯데캐피탈(주),본,,A1,2014.05.30,2014.05.30,2014.03.31,10000,2015.06.30,,,,전자단기사채
삼성카드(주),본,,A1,2014.05.30,2014.05.30,2014.03.31,15000,2015.06.30,,,,전자단기사채
신한캐피탈(주),본,,A1,2014.05.30,2014.05.30,2014.03.31,4000,2015.06.30,,,,전자단기사채
씨제이프레시웨이(주),본,,A2,2014.05.28,2014.05.28,2013.12.31,1000,2015.06.30,,,,전자단기사채
한국남동발전(주),본,,A1,2014.05.26,2014.05.26,2014.03.31,3000,2015.06.30,,,,전자단기사채
현대커머셜(주),본,,A1,2014.05.26,2014.05.26,2014.03.31,5000,2015.06.30,,,,전자단기사채
대신에프앤아이(주),수시,A1↓,A1,2014.05.23,2014.05.23,2014.03.31,5000,2014.06.30,,,,전자단기사채
KB캐피탈(주),본,,A1,2014.05.22,2014.05.22,2014.03.31,1000,2015.06.17,,,,전자단기사채
하나캐피탈(주),본,,A2+,2014.05.21,2014.05.21,2013.12.31,10000,2015.06.30,,,,전자단기사채
한국주택금융공사,본,,A1,2014.05.19,2014.05.19,2013.12.31,4000,2015.06.30,,,,전자단기사채
부국증권(주),수시,A2+,A2+,2014.05.16,2014.05.16,2013.12.31,2000,2014.09.30,,,,전자단기사채
지에스칼텍스(주),본,,A1,2014.05.13,2014.05.13,2013.12.31,8000,2015.06.30,,,,전자단기사채
산은캐피탈(주),본,,A1,2014.05.12,2014.05.12,2013.12.31,5000,2015.06.30,,,,전자단기사채
에스케이에코플랜트(주),본,,A2,2014.04.30,2014.04.30,2013.12.31,5000,2015.06.30,,,,전자단기사채
현대카드(주),본,,A1,2014.04.30,2014.04.30,2013.12.31,16000,2015.06.30,,,,전자단기사채
현대캐피탈(주),본,,A1,2014.04.30,2014.04.30,2013.12.31,20000,2015.06.30,,,,전자단기사채
(주)케이씨씨건설,본,,A2,2014.04.25,2014.04.25,2013.12.31,1000,2015.06.30,,,,전자단기사채
DB금융투자(주),본,,A1,2014.04.22,2014.04.22,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)BNK투자증권,본,,A2,2014.04.21,2014.04.21,2013.12.31,500,2015.06.30,,,,전자단기사채
(주)세아홀딩스,본,,A2,2014.04.21,2014.04.21,2013.12.31,500,2015.06.30,,,,전자단기사채
대신에프앤아이(주),수시,A1,A1↓,2014.04.08,2014.04.08,2013.12.31,5000,2014.06.30,,,,전자단기사채
아이비케이투자증권(주),수시,A1,A1,2014.04.08,2014.04.08,2013.12.31,3000,2014.06.30,,,,전자단기사채
(주)케이씨씨건설,수시,A2+↓,A2,2014.04.07,2014.04.07,2013.12.31,1000,2014.06.30,,,,전자단기사채
한국전력공사,본,,A1,2014.04.07,2014.04.07,2013.12.31,10000,2015.06.21,,,,전자단기사채
부국증권(주),정기,A2+,A2+,2014.03.31,2014.03.31,2013.12.31,2000,2014.09.30,,,,전자단기사채
신영증권(주),정기,A1,A1,2014.03.31,2014.03.31,2013.12.31,7000,2014.09.30,,,,전자단기사채
한국증권금융(주),정기,A1,A1,2014.03.31,2014.03.31,2013.12.31,10000,2014.09.30,,,,전자단기사채
아이엠투자증권(주),정기,A2,A2,2014.03.19,2014.03.19,2013.09.30,3000,2014.06.30,,,,전자단기사채
(주)애큐온캐피탈,수시,A1,A1↓,2014.03.13,2014.03.13,2013.09.30,8500,2014.06.30,,,,전자단기사채
현대기업금융(주),본,,A3+,2014.03.06,2014.03.06,2013.10.31,500,2014.06.30,,,,전자단기사채
엔에이치농협증권(주),정기,A1,A1,2014.03.03,2014.03.03,2013.09.30,7000,2014.06.30,,,,전자단기사채
한화투자증권(주),정기,A1,A1,2014.02.27,2014.02.27,2013.09.30,5000,2014.06.30,,,,전자단기사채
현대차증권(주),정기,A1,A1,2014.02.27,2014.02.27,2013.09.30,6000,2014.06.30,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2014.02.20,2014.02.20,2013.09.30,10000,2014.06.30,,,,전자단기사채
삼성증권(주),정기,A1,A1,2014.02.20,2014.02.20,2013.09.30,10000,2014.06.30,,,,전자단기사채
에스케이증권(주),정기,A2+,A2+,2014.02.20,2014.02.20,2013.09.30,5000,2014.06.30,,,,전자단기사채
엔에이치투자증권(주),정기,A1,A1,2014.02.20,2014.02.20,2013.09.30,20000,2014.06.30,,,,전자단기사채
중앙일보(주),본,,A3,2014.02.19,2014.02.19,2012.12.31,1000,2014.06.30,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2014.02.18,2014.02.18,2013.09.30,20000,2014.06.30,,,,전자단기사채
케이비투자증권(주),정기,A1,A1,2014.02.17,2014.02.17,2013.09.30,5000,2014.06.30,,,,전자단기사채
미래에셋캐피탈(주),정기,A1,A1,2014.02.14,2014.02.14,2013.09.30,2000,2014.06.30,,,,전자단기사채
케이프투자증권(주),정기,A2,A2,2014.02.14,2014.02.14,2013.09.30,1500,2014.06.30,,,,전자단기사채
DB금융투자(주),정기,A1,A1,2014.02.11,2014.02.11,2013.09.30,5000,2014.06.30,,,,전자단기사채
케이비증권(주),정기,A1,A1,2014.02.11,2014.02.11,2013.09.30,15000,2014.06.30,,,,전자단기사채
한국투자증권(주),정기,A1,A1,2014.02.11,2014.02.11,2013.09.30,10000,2014.06.30,,,,전자단기사채
한국주택금융공사,수시,A1,A1,2014.02.07,2014.02.07,2013.06.30,7000,2014.06.30,,,,전자단기사채
아이비케이투자증권(주),정기,A1,A1,2014.02.06,2014.02.06,2013.03.31,3000,2014.06.30,,,,전자단기사채
(주)케이씨씨건설,수시,A2+,A2+↓,2014.02.05,2014.02.05,2013.09.30,1000,2014.06.30,,,,전자단기사채
이베스트투자증권(주),정기,A2+,A2+,2014.02.05,2014.02.05,2013.03.31,3000,2014.06.30,,,,전자단기사채
교보증권(주),정기,A1,A1,2014.01.29,2014.01.29,2013.03.31,3000,2014.06.30,,,,전자단기사채
동부제철(주),본,,A3-,2014.01.27,2014.01.27,2013.09.30,500,2014.06.30,,,,전자단기사채
대신증권(주),정기,A1,A1,2014.01.24,2014.01.24,2013.09.30,10000,2014.06.30,,,,전자단기사채
에스케이텔링크(주),본,,A2+,2014.01.17,2014.01.17,2013.09.30,1000,2014.06.30,,,,전자단기사채
한국가스공사,수시,A1,A1,2014.01.06,2014.01.06,2013.09.30,10000,2014.06.30,,,,전자단기사채
유진기업(주),정기,A3-,A3-,2014.01.03,2014.01.03,2012.12.31,528,2014.06.30,,,,전자단기사채
(주)케이씨씨건설,정기,A2+,A2+,2013.12.31,2013.12.31,2013.09.30,1000,2014.06.30,,,,전자단기사채
KB캐피탈(주),수시,A1,A1,2013.12.31,2013.12.31,2012.12.31,6000,2014.06.30,,,,전자단기사채
대신에프앤아이(주),정기,A1,A1,2013.12.31,2013.12.31,2013.09.30,5000,2014.06.30,,,,전자단기사채
유진투자증권(주),정기,A2,A2,2013.12.31,2013.12.31,2013.09.30,4500,2014.06.30,,,,전자단기사채
제일모직(주),정기,A1,A1,2013.12.31,2013.12.31,2013.09.30,4000,2014.06.30,,,,전자단기사채
(주)코리아세븐,정기,A1,A1,2013.12.30,2013.12.30,2012.12.31,6000,2014.06.30,,,,전자단기사채
(주)현대그린푸드,정기,A1,A1,2013.12.30,2013.12.30,2013.09.30,1000,2014.06.30,,,,전자단기사채
홈플러스스토어즈(주),정기,A1,A1,2013.12.30,2013.12.30,2012.12.31,3000,2014.06.30,,,,전자단기사채
(주)이마트,정기,A1,A1,2013.12.27,2013.12.27,2012.12.31,8000,2014.06.30,,,,전자단기사채
(주)케이비국민카드,수시,A1,A1,2013.12.27,2013.12.27,2013.09.30,8000,2014.06.30,,,,전자단기사채
(주)현대백화점,정기,A1,A1,2013.12.27,2013.12.27,2012.12.31,5000,2014.06.30,,,,전자단기사채
(주)현대홈쇼핑,정기,A1,A1,2013.12.27,2013.12.27,2012.12.31,4000,2014.06.30,,,,전자단기사채
롯데카드(주),정기,A1,A1,2013.12.27,2013.12.27,2013.09.30,10000,2014.06.30,,,,전자단기사채
씨제이프레시웨이(주),정기,A2,A2,2013.12.27,2013.12.27,2013.09.30,1000,2014.06.30,,,,전자단기사채
씨에스유통(주),정기,A2+,A2+,2013.12.26,2013.12.26,2012.12.31,1000,2014.06.30,,,,전자단기사채
지에스칼텍스(주),정기,A1,A1,2013.12.26,2013.12.26,2013.09.30,8000,2014.06.30,,,,전자단기사채
(주)광주신세계,정기,A1,A1,2013.12.17,2013.12.17,2012.12.31,800,2014.06.30,,,,전자단기사채
(주)신세계,정기,A1,A1,2013.12.17,2013.12.17,2012.12.31,8000,2014.06.30,,,,전자단기사채
(주)아이비케이캐피탈,정기,A1,A1,2013.12.16,2013.12.16,2012.12.31,15000,2014.06.30,,,,전자단기사채
하나에스케이카드(주),정기,A1,A1,2013.12.11,2013.12.11,2013.09.30,6000,2014.06.30,,,,전자단기사채
하나캐피탈(주),정기,A2+,A2+,2013.12.06,2013.12.06,2013.09.30,10000,2014.06.30,,,,전자단기사채
(주)케이비국민카드,정기,A1,A1,2013.11.29,2013.11.29,2013.09.30,8000,2014.06.30,,,,전자단기사채
롯데캐피탈(주),정기,A1,A1,2013.11.29,2013.11.29,2013.09.30,10000,2014.06.30,,,,전자단기사채
삼성카드(주),정기,A1,A1,2013.11.29,2013.11.29,2013.09.30,10000,2014.06.30,,,,전자단기사채
신한카드(주),정기,A1,A1,2013.11.29,2013.11.29,2013.09.30,25000,2014.06.30,,,,전자단기사채
현대커머셜(주),정기,A1,A1,2013.11.29,2013.11.29,2013.09.30,5000,2014.06.30,,,,전자단기사채
(주)우리카드,정기,A1,A1,2013.11.27,2013.11.27,2013.09.30,12000,2014.06.30,,,,전자단기사채
KB캐피탈(주),정기,A1,A1,2013.11.21,2013.11.21,2013.09.30,6000,2014.06.30,,,,전자단기사채
케이프투자증권(주),본,,A2,2013.11.13,2013.11.13,2013.03.31,1500,2014.06.30,,,,전자단기사채
한국가스공사,본,,A1,2013.11.13,2013.11.13,2013.06.30,10000,2014.06.30,,,,전자단기사채
한국주택금융공사,본,,A1,2013.11.08,2013.11.08,2013.06.30,7000,2014.06.30,,,,전자단기사채
롯데쇼핑(주),정기,A1,A1,2013.10.30,2013.10.30,2012.12.31,10000,2014.06.30,,,,전자단기사채
산은캐피탈(주),정기,A2+,A1,2013.10.30,2013.10.30,2013.06.30,5000,2014.06.30,,,,전자단기사채
에스케이에코플랜트(주),본,,A2,2013.10.02,2013.10.02,2013.06.30,5000,2014.06.30,,,,전자단기사채
(주)동양레저,수시,C,D,2013.09.30,2013.09.30,2012.12.31,5000,2014.06.30,,,,전자단기사채
DB금융투자(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,5000,2014.06.30,,,,전자단기사채
동양인터내셔널(주),수시,C,D,2013.09.30,2013.09.30,2012.12.31,5000,2014.06.30,,,,전자단기사채
부국증권(주),본,,A2+,2013.09.30,2013.09.30,2013.03.31,2000,2014.09.30,,,,전자단기사채
신영증권(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,7000,2014.09.30,,,,전자단기사채
엔에이치투자증권(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,20000,2014.06.30,,,,전자단기사채
유진투자증권(주),본,,A2,2013.09.30,2013.09.30,2013.03.31,4500,2014.06.30,,,,전자단기사채
케이비증권(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,15000,2014.06.30,,,,전자단기사채
케이비투자증권(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,5000,2014.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,10000,2014.09.30,,,,전자단기사채
한화투자증권(주),본,,A1,2013.09.30,2013.09.30,2013.03.31,5000,2014.06.30,,,,전자단기사채
(주)동양레저,수시,B-↓,C,2013.09.27,2013.09.27,2012.12.31,5000,2014.06.30,,,,전자단기사채
동양인터내셔널(주),수시,B-↓,C,2013.09.27,2013.09.27,2012.12.31,5000,2014.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2013.09.23,2013.09.23,2013.03.31,5000,2014.06.30,,,,전자단기사채
(주)애큐온캐피탈,본,,A1,2013.09.16,2013.09.16,2013.06.30,8500,2014.06.30,,,,전자단기사채
대신증권(주),본,,A1,2013.09.16,2013.09.16,2013.03.31,10000,2014.06.30,,,,전자단기사채
현대차증권(주),본,,A1,2013.09.16,2013.09.16,2013.03.31,6000,2014.06.30,,,,전자단기사채
미래에셋캐피탈(주),본,,A1,2013.09.13,2013.09.13,2013.03.31,2000,2014.06.30,,,,전자단기사채
(주)동양레저,수시,B↓,B-↓,2013.09.11,2013.09.11,2012.12.31,5000,2014.06.30,,,,전자단기사채
동양인터내셔널(주),수시,B↓,B-↓,2013.09.11,2013.09.11,2012.12.31,5000,2014.06.30,,,,전자단기사채
(주)이랜드월드,본,,A3+,2013.09.09,2013.09.09,2013.06.30,500,2014.06.30,,,,전자단기사채
한국남동발전(주),본,,A1,2013.09.05,2013.09.05,2013.06.30,3000,2014.06.30,,,,전자단기사채
(주)동양레저,수시,B,B↓,2013.08.29,2013.08.29,,5000,2014.06.30,,,,전자단기사채
(주)케이씨씨건설,본,,A2+,2013.08.29,2013.08.29,,1000,2014.06.30,,,,전자단기사채
동양인터내셔널(주),수시,B,B↓,2013.08.29,2013.08.29,2012.12.31,5000,2014.06.30,,,,전자단기사채
하나에스케이카드(주),본,,A1,2013.08.14,2013.08.14,,6000,2014.06.30,,,,전자단기사채
교보증권(주),본,,A1,2013.08.13,2013.08.13,,3000,2014.06.30,,,,전자단기사채
이베스트투자증권(주),수시,A2+,A2+,2013.08.13,2013.08.13,,3000,2014.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2013.08.08,2013.08.08,,10000,2014.06.30,,,,전자단기사채
삼성증권(주),본,,A1,2013.08.05,2013.08.05,,10000,2014.06.30,,,,전자단기사채
아이비케이투자증권(주),본,,A1,2013.08.02,2013.08.02,,3000,2014.06.30,,,,전자단기사채
엔에이치농협증권(주),본,,A1,2013.07.29,2013.07.29,,7000,2014.06.30,,,,전자단기사채
유진기업(주),본,,A3-,2013.07.08,2013.07.08,,528,2014.06.30,,,,전자단기사채
(주)광주신세계,본,,A1,2013.07.03,2013.07.03,,800,2014.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2013.07.03,2013.07.03,,20000,2014.06.30,,,,전자단기사채
(주)신세계,본,,A1,2013.06.27,2013.06.27,,8000,2014.06.30,,,,전자단기사채
(주)코리아세븐,본,,A1,2013.06.27,2013.06.27,,6000,2014.06.30,,,,전자단기사채
KB캐피탈(주),본,,A1,2013.06.27,2013.06.27,,6000,2014.06.30,,,,전자단기사채
롯데쇼핑(주),본,,A1,2013.06.27,2013.06.27,,10000,2014.06.30,,,,전자단기사채
씨에스유통(주),본,,A2+,2013.06.27,2013.06.27,,1000,2014.06.30,,,,전자단기사채
제일모직(주),본,,A1,2013.06.25,2013.06.25,,4000,2014.06.30,,,,전자단기사채
아이엠투자증권(주),본,,A2,2013.06.21,2013.06.21,,3000,2014.06.30,,,,전자단기사채
이베스트투자증권(주),본,,A2+,2013.06.21,2013.06.21,,3000,2014.06.30,,,,전자단기사채
지에스칼텍스(주),본,,A1,2013.06.21,2013.06.21,,8000,2014.06.30,,,,전자단기사채
홈플러스스토어즈(주),본,,A1,2013.06.21,2013.06.21,,3000,2014.06.30,,,,전자단기사채
(주)우리카드,본,,A1,2013.06.18,2013.06.18,,12000,2014.06.30,,,,전자단기사채
현대커머셜(주),본,,A1,2013.06.17,2013.06.17,,5000,2014.06.30,,,,전자단기사채
한국투자증권(주),본,,A1,2013.06.11,2013.06.11,,10000,2014.06.30,,,,전자단기사채
롯데캐피탈(주),본,,A1,2013.06.10,2013.06.10,,10000,2014.06.30,,,,전자단기사채
(주)이마트,본,,A1,2013.06.04,2013.06.04,,8000,2014.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2013.06.03,2013.06.03,,10000,2013.09.30,,,,전자단기사채
씨제이프레시웨이(주),본,,A2,2013.05.30,2013.05.30,,1000,2014.06.30,,,,전자단기사채
(주)현대백화점,본,,A1,2013.05.29,2013.05.29,,5000,2014.06.30,,,,전자단기사채
(주)현대홈쇼핑,본,,A1,2013.05.29,2013.05.29,,4000,2014.06.30,,,,전자단기사채
산은캐피탈(주),본,,A2+,2013.05.28,2013.05.28,,5000,2014.06.30,,,,전자단기사채
(주)현대그린푸드,본,,A1,2013.05.27,2013.05.27,,1000,2014.06.30,,,,전자단기사채
한화투자증권(주),본,,A1,2013.05.27,2013.05.27,,5000,2013.09.30,,,,전자단기사채
대신에프앤아이(주),본,,A1,2013.05.24,2013.05.24,,5000,2014.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2013.05.16,2013.05.16,,5000,2013.09.30,,,,전자단기사채
하나캐피탈(주),본,,A2+,2013.05.14,2013.05.14,,10000,2014.06.30,,,,전자단기사채
신한카드(주),본,,A1,2013.05.02,2013.05.02,,25000,2014.06.30,,,,전자단기사채
(주)케이비국민카드,본,,A1,2013.04.30,2013.04.30,,8000,2014.06.30,,,,전자단기사채
DB금융투자(주),본,,A1,2013.04.26,2013.04.26,,5000,2013.09.30,,,,전자단기사채
(주)아이비케이캐피탈,본,,A1,2013.04.24,2013.04.24,,15000,2014.06.30,,,,전자단기사채
롯데카드(주),본,,A1,2013.04.23,2013.04.23,,10000,2014.06.30,,,,전자단기사채
(주)동양레저,본,,B,2013.04.22,2013.04.22,,5000,2014.06.30,,,,전자단기사채
동양인터내셔널(주),본,,B,2013.04.22,2013.04.22,,5000,2014.06.30,,,,전자단기사채
