기업명,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,유효기간,요지,재무,보고서,Type
한국비티엘인프라투융자회사,본,,,AA+,Stable,2014.05.16,2014.05.16,2015.05.15,,,,기업신용평가
(주)에스에스컴텍,본,,,BB-,Stable,2014.05.15,2014.05.15,2015.05.14,,,,기업신용평가
(주)트레이스,정기,B+,Stable,B+,Negative,2014.05.15,2014.05.15,2020.06.26,,,,기업신용평가
에스케이인천석유화학(주),본,,,AA-,Stable,2014.05.15,2014.05.15,2024.03.30,,,,기업신용평가
(주)DGB금융지주,정기,AAA,Stable,AAA,Stable,2014.05.14,2014.05.14,2017.06.14,,,,기업신용평가
(주)우리카드,정기,AA,Positive,AA,Positive,2014.05.14,2014.05.14,2018.04.29,,,,기업신용평가
대구도시철도공사,정기,AA+,Stable,AA+,Stable,2014.05.14,2014.05.14,2019.06.20,,,,기업신용평가
삼보모터스(주),정기,BB+,Stable,BB+,Stable,2014.05.14,2014.05.14,2015.10.11,,,,기업신용평가
폴라리스쉬핑(주),정기,BBB-,Stable,BBB,Stable,2014.05.14,2014.05.14,2016.11.13,,,,기업신용평가
현대제철(주),정기,AA,Stable,AA,Stable,2014.05.14,2014.05.14,2024.01.24,,,,기업신용평가
에스케이(주),정기,AA,Stable,AA,Stable,2014.05.13,2014.05.13,2026.06.01,,,,기업신용평가
지에스칼텍스(주),정기,AA+,Stable,AA+,Stable,2014.05.13,2014.05.13,2026.04.08,,,,기업신용평가
(주)광주은행,정기,AA+,Stable,AA+,Stable,2014.05.12,2014.05.12,2014.06.17,,,,기업신용평가
(주)삼환까뮤,본,,,BB-,Stable,2014.05.12,2014.05.12,2015.05.11,,,,기업신용평가
경남개발공사,정기,AA+,Stable,AA+,Stable,2014.05.12,2014.05.12,2018.06.16,,,,기업신용평가
농협금융지주(주),정기,AAA,Stable,AAA,Stable,2014.05.12,2014.05.12,2014.07.27,,,,기업신용평가
롯데카드(주),정기,AA,Stable,AA,Stable,2014.05.12,2014.05.12,2018.04.29,,,,기업신용평가
인천항만공사,정기,AAA,Stable,AAA,Stable,2014.05.12,2014.05.12,2033.10.23,,,,기업신용평가
한국남부발전(주),정기,AAA,Stable,AAA,Stable,2014.05.12,2014.05.12,2037.07.07,,,,기업신용평가
롯데건설(주),정기,A+↓,,A,Stable,2014.05.09,2014.05.09,2017.08.08,,,,기업신용평가
삼성엔지니어링(주),본,,,A+,Stable,2014.05.09,2014.05.09,2017.12.30,,,,기업신용평가
수산업협동조합중앙회(신용사업),정기,AAA,Stable,AAA,Stable,2014.05.08,2014.05.08,2043.06.12,,,,기업신용평가
(주)삼양홀딩스,정기,AA-,Stable,AA-,Stable,2014.05.07,2014.05.07,2019.06.11,,,,기업신용평가
(주)엘지생명과학,정기,A+,Stable,A+,Stable,2014.05.07,2014.05.07,2019.02.21,,,,기업신용평가
한화에너지(주),본,,,AA-,Stable,2014.05.07,2014.05.07,2022.02.16,,,,기업신용평가
(주)국민은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2017.05.30,,,,기업신용평가
(주)대구은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2017.05.30,,,,기업신용평가
(주)신한은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2018.04.04,,,,기업신용평가
(주)우리은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2017.04.03,,,,기업신용평가
(주)케이비국민카드,정기,AA+,Stable,AA+,Stable,2014.04.30,2014.04.30,2018.04.02,,,,기업신용평가
(주)코람코자산신탁,본,,,A-,Positive,2014.04.30,2014.04.30,2015.04.29,,,,기업신용평가
(주)포스코건설,정기,AA-,Stable,AA-,Stable,2014.04.30,2014.04.30,2019.03.13,,,,기업신용평가
(주)하나은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2039.03.31,,,,기업신용평가
(주)하나은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2017.04.03,,,,기업신용평가
(주)한국스탠다드차타드은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2018.04.01,,,,기업신용평가
(주)한국씨티은행,정기,AAA,Stable,AAA,Stable,2014.04.30,2014.04.30,2017.04.03,,,,기업신용평가
동부건설(주),정기,BBB-,Stable,BBB-,Stable,2014.04.30,2014.04.30,2016.05.03,,,,기업신용평가
삼성카드(주),정기,AA+,Stable,AA+,Stable,2014.04.30,2014.04.30,2026.03.10,,,,기업신용평가
신한카드(주),정기,AA+,Stable,AA+,Stable,2014.04.30,2014.04.30,2018.04.29,,,,기업신용평가
신한캐피탈(주),정기,AA-,Stable,AA-,Stable,2014.04.30,2014.04.30,2018.04.29,,,,기업신용평가
에스케이에코플랜트(주),정기,A,Stable,A,Stable,2014.04.30,2014.04.30,2020.04.14,,,,기업신용평가
한솔홀딩스(주),정기,A,Stable,A,Stable,2014.04.30,2014.04.30,2017.11.08,,,,기업신용평가
한화에어로스페이스(주),정기,AA,Stable,AA,Stable,2014.04.30,2014.04.30,2021.06.22,,,,기업신용평가
현대건설(주),정기,AA-,Stable,AA-,Stable,2014.04.30,2014.04.30,2023.11.08,,,,기업신용평가
현대카드(주),정기,AA+,Stable,AA+,Stable,2014.04.30,2014.04.30,2018.04.29,,,,기업신용평가
현대캐피탈(주),정기,AA+,Stable,AA+,Stable,2014.04.30,2014.04.30,2018.05.30,,,,기업신용평가
현대커머셜(주),정기,AA-,Stable,AA-,Stable,2014.04.30,2014.04.30,2018.05.24,,,,기업신용평가
롯데캐피탈(주),정기,AA-,Stable,AA-,Stable,2014.04.29,2014.04.29,2017.04.27,,,,기업신용평가
하나에스케이카드(주),정기,AA,Stable,AA,Stable,2014.04.29,2014.04.29,2019.09.17,,,,기업신용평가
강원도개발공사,정기,AA+,Stable,AA+,Stable,2014.04.28,2014.04.28,2019.05.22,,,,기업신용평가
대구도시공사,정기,AA+,Stable,AA+,Stable,2014.04.28,2014.04.28,2020.03.31,,,,기업신용평가
한국토지주택공사,정기,AAA,Stable,AAA,Stable,2014.04.28,2014.04.28,2034.01.28,,,,기업신용평가
한화토탈(주),정기,AA,Stable,AA,Stable,2014.04.28,2014.04.28,2022.04.27,,,,기업신용평가
지에스건설(주),정기,A+,Stable,A+,Stable,2014.04.25,2014.04.25,2018.02.05,,,,기업신용평가
(주)신한금융지주회사,정기,AAA,Stable,AAA,Stable,2014.04.24,2014.04.24,2045.06.25,,,,기업신용평가
엘아이지넥스원(주),정기,AA-,Stable,AA-,Stable,2014.04.24,2014.04.24,2015.03.06,,,,기업신용평가
우리금융캐피탈(주),정기,A+,Stable,A+,Stable,2014.04.24,2014.04.24,2017.05.23,,,,기업신용평가
한솔아트원제지(주),정기,BBB+,Stable,BBB+,Stable,2014.04.24,2014.04.24,2018.05.16,,,,기업신용평가
(주)아이비케이캐피탈,정기,AA-,Stable,AA-,Stable,2014.04.23,2014.04.23,2017.04.05,,,,기업신용평가
포스코에너지(주),정기,AA+,Stable,AA+,Stable,2014.04.23,2014.04.23,2043.08.29,,,,기업신용평가
한국수력원자력(주),정기,AAA,Stable,AAA,Stable,2014.04.23,2014.04.23,2040.12.10,,,,기업신용평가
DB금융투자(주),본,,,A+,Stable,2014.04.22,2014.04.22,2015.04.21,,,,기업신용평가
에스케이텔레콤(주),정기,AAA,Stable,AAA,Stable,2014.04.22,2014.04.22,2036.03.04,,,,기업신용평가
장금상선(주),정기,BBB+,Stable,BBB+,Stable,2014.04.22,2014.04.22,2017.05.08,,,,기업신용평가
(주)세아홀딩스,정기,A,Stable,A,Stable,2014.04.21,2014.04.21,2018.06.04,,,,기업신용평가
롯데푸드(주),정기,AA-,Stable,AA,Stable,2014.04.21,2014.04.21,2022.04.12,,,,기업신용평가
신세계건설(주),정기,A-,Stable,A-,Stable,2014.04.18,2014.04.18,2014.11.14,,,,기업신용평가
엘지디스플레이(주),정기,AA-,Positive,AA,Stable,2014.04.18,2014.04.18,2022.06.02,,,,기업신용평가
현대비앤지스틸(주),정기,A-,Stable,A-,Positive,2014.04.18,2014.04.18,2019.02.26,,,,기업신용평가
(주)국동,본,,,BB-,Stable,2014.04.17,2014.04.17,2015.04.16,,,,기업신용평가
(주)한진해운,정기,BBB+,Negative,BBB,Negative,2014.04.17,2014.04.17,2016.09.30,,,,기업신용평가
롯데글로벌로지스(주),정기,BBB+↓,,BBB,Negative,2014.04.17,2014.04.17,2020.03.03,,,,기업신용평가
에이치엠엠(주),정기,BBB↓,,BBB-,Negative,2014.04.17,2014.04.17,2015.03.28,,,,기업신용평가
한국항공우주산업(주),본,,,AA-,Stable,2014.04.17,2014.04.17,2022.05.31,,,,기업신용평가
현대로템(주),정기,A+,Stable,A+,Stable,2014.04.17,2014.04.17,2022.01.20,,,,기업신용평가
현대엘리베이터(주),정기,BBB+↓,,BBB,Negative,2014.04.17,2014.04.17,2015.10.22,,,,기업신용평가
요진건설산업(주),본,,,BB,Stable,2014.04.16,2014.04.16,2015.04.15,,,,기업신용평가
한국중부발전(주),정기,AAA,Stable,AAA,Stable,2014.04.16,2014.04.16,2037.08.03,,,,기업신용평가
(주)이랜드서비스,본,,,BBB-,Stable,2014.04.15,2014.04.15,2015.04.14,,,,기업신용평가
계룡건설산업(주),정기,BBB+↓,,BBB+,Stable,2014.04.15,2014.04.15,2016.10.28,,,,기업신용평가
한국광물자원공사,정기,AAA,Stable,AAA,Stable,2014.04.15,2014.04.15,2036.02.18,,,,기업신용평가
서진산업(주),본,,,BBB,Positive,2014.04.14,2014.04.14,2015.04.13,,,,기업신용평가
울트라건설(주),정기,BB+,Stable,BB+,Stable,2014.04.14,2014.04.14,2017.06.30,,,,기업신용평가
한국캐피탈(주),정기,A,Stable,A,Stable,2014.04.14,2014.04.14,2019.07.24,,,,기업신용평가
(주)호텔신라,본,,,AA,Positive,2014.04.11,2014.04.11,2024.05.29,,,,기업신용평가
메리츠증권(주),본,,,AA-,Stable,2014.04.11,2014.04.11,2015.04.10,,,,기업신용평가
비케이이엔티(주),정기,BB,Stable,BB,Stable,2014.04.11,2014.04.11,2016.05.15,,,,기업신용평가
(주)제이콘텐트리,본,,,BBB,Stable,2014.04.10,2014.04.10,2015.04.09,,,,기업신용평가
엘에스엠트론(주),정기,A+,Stable,A+,Stable,2014.04.10,2014.04.10,2020.04.17,,,,기업신용평가
한국산업은행,정기,AAA,Stable,AAA,Stable,2014.04.10,2014.04.10,2018.04.09,,,,기업신용평가
(주)부산은행,본,,,AAA,Stable,2014.04.09,2014.04.09,2015.04.07,,,,기업신용평가
(주)전북은행,정기,AA+,Stable,AA+,Stable,2014.04.09,2014.04.09,2014.06.12,,,,기업신용평가
(주)카프로,정기,A-,Negative,BBB+,Stable,2014.04.09,2014.04.09,2014.07.10,,,,기업신용평가
(주)풍산,정기,A,Stable,A,Stable,2014.04.09,2014.04.09,2020.04.25,,,,기업신용평가
(주)한라,정기,BBB↓,,BBB,Stable,2014.04.08,2014.04.08,2014.09.24,,,,기업신용평가
대신에프앤아이(주),수시,AA-,Stable,AA-↓,,2014.04.08,2014.04.08,2018.06.22,,,,기업신용평가
(주)대우건설,정기,A+↓,,A,Stable,2014.04.07,2014.04.07,2017.03.06,,,,기업신용평가
(주)송암약품,본,,,BB-,Stable,2014.04.07,2014.04.07,2015.04.06,,,,기업신용평가
(주)오리온홀딩스,정기,AA-,Stable,AA,Stable,2014.04.07,2014.04.07,2022.05.29,,,,기업신용평가
디엘(주),정기,AA-,Stable,AA-,Negative,2014.04.07,2014.04.07,2019.10.07,,,,기업신용평가
전남개발공사,정기,AA+,Stable,AA+,Stable,2014.04.07,2014.04.07,2019.07.17,,,,기업신용평가
한국전력공사,정기,AAA,Stable,AAA,Stable,2014.04.07,2014.04.07,2029.08.27,,,,기업신용평가
대전도시공사,정기,AA+,Stable,AA+,Stable,2014.04.04,2014.04.04,2015.04.11,,,,기업신용평가
(주)동부,정기,BBB,Stable,BBB,Negative,2014.04.03,2014.04.03,2015.10.23,,,,기업신용평가
(주)디비메탈,정기,BBB+,Stable,BBB,Stable,2014.04.03,2014.04.03,2022.09.12,,,,기업신용평가
(주)팜한농,정기,BBB+,Stable,BBB+,Negative,2014.04.03,2014.04.03,2022.02.16,,,,기업신용평가
춘천도시공사,본,,,AA,Stable,2014.04.03,2014.04.03,2015.04.03,,,,기업신용평가
아프로파이낸셜대부(주),본,,,A-,Stable,2014.04.02,2014.04.02,2015.04.01,,,,기업신용평가
(주)이마트,정기,AA+,Stable,AA+,Stable,2014.04.01,2014.04.01,2022.01.10,,,,기업신용평가
(주)한화건설,정기,A,Stable,A,Stable,2014.04.01,2014.04.01,2021.06.03,,,,기업신용평가
대우조선해양(주),정기,AA-,Stable,AA-,Stable,2014.04.01,2014.04.01,2019.04.21,,,,기업신용평가
롯데건설(주),수시,A+,Stable,A+↓,,2014.04.01,2014.04.01,2017.08.08,,,,기업신용평가
에스케이종합화학(주),정기,AA,Stable,AA,Stable,2014.04.01,2014.04.01,2022.10.25,,,,기업신용평가
삼화페인트공업(주),본,,,A-,Stable,2014.03.31,2014.03.31,2021.03.31,,,,기업신용평가
아이엠투자증권(주),본,,,A,Stable,2014.03.31,2014.03.31,2015.06.30,,,,기업신용평가
에스케이네트웍스(주),본,,,AA-,Stable,2014.03.31,2014.03.31,2015.03.30,,,,기업신용평가
(주)지엠씨,본,,,BB-,Stable,2014.03.27,2014.03.27,2015.03.26,,,,기업신용평가
에스케이증권(주),본,,,A+,Stable,2014.03.26,2014.03.26,2015.03.25,,,,기업신용평가
현대위아(주),정기,AA-,Stable,AA,Stable,2014.03.26,2014.03.26,2023.04.11,,,,기업신용평가
(주)케이엔엔,본,,,BBB+,Stable,2014.03.25,2014.03.25,2015.03.24,,,,기업신용평가
부산관광공사,본,,,AA-,Stable,2014.03.25,2014.03.25,2015.03.24,,,,기업신용평가
부산일보(주),본,,,BB+,Stable,2014.03.25,2014.03.25,2015.03.24,,,,기업신용평가
(주)삼미,본,,,BB+,Stable,2014.03.24,2014.03.24,2015.03.23,,,,기업신용평가
코레일테크(주),본,,,A-,Stable,2014.03.24,2014.03.24,2015.03.23,,,,기업신용평가
삼성물산(주),정기,AA+,Stable,AA+,Stable,2014.03.18,2014.03.19,2020.12.01,,,,기업신용평가
(주)지에스이앤알,정기,A+,Stable,A+,Stable,2014.03.18,2014.03.18,2020.06.04,,,,기업신용평가
농협은행(주),본,,,AAA,Stable,2014.03.17,2014.03.17,2015.03.16,,,,기업신용평가
(주)마니커에프앤지,본,,,BB,Stable,2014.03.14,2014.03.14,2017.04.07,,,,기업신용평가
(주)이지팜스,본,,,BB,Stable,2014.03.14,2014.03.14,2017.04.07,,,,기업신용평가
한국수출입은행,본,,,AAA,Stable,2014.03.14,2014.03.14,2017.06.07,,,,기업신용평가
(주)애큐온캐피탈,수시,AA-,Stable,AA-↓,,2014.03.13,2014.03.13,2018.06.25,,,,기업신용평가
(주)케이티스카이라이프,수시,AA-,Stable,AA-↓,,2014.03.13,2014.03.13,2018.04.22,,,,기업신용평가
롯데글로벌로지스(주),수시,BBB+,Negative,BBB+↓,,2014.03.13,2014.03.13,2020.03.03,,,,기업신용평가
롯데렌탈(주),수시,AA-,Stable,AA-↓,,2014.03.13,2014.03.13,2022.05.31,,,,기업신용평가
롯데오토리스(주),수시,A,Stable,A↓,,2014.03.13,2014.03.13,2014.06.17,,,,기업신용평가
에이치엠엠(주),수시,BBB+,Negative,BBB↓,,2014.03.13,2014.03.13,2015.03.28,,,,기업신용평가
케이티링커스(주),수시,BBB,Stable,BBB↓,,2014.03.13,2014.03.13,2014.05.01,,,,기업신용평가
현대엘리베이터(주),수시,BBB+,Stable,BBB+↓,,2014.03.13,2014.03.13,2015.10.22,,,,기업신용평가
(주)케이티이엔에스,수시,A,Stable,D,,2014.03.12,2014.03.12,2014.07.25,,,,기업신용평가
(주)지에스이앤알,본,,,A+,Stable,2014.03.10,2014.03.10,2020.06.04,,,,기업신용평가
(주)메타랩스,본,,,BB-,Stable,2014.03.07,2014.03.07,2019.12.27,,,,기업신용평가
(주)한라,수시,BBB,Stable,BBB↓,,2014.03.07,2014.03.07,2014.09.24,,,,기업신용평가
엘아이지넥스원(주),본,,,AA-,Stable,2014.03.06,2014.03.06,2015.03.06,,,,기업신용평가
도레이케미칼(주),수시,BBB+↑,,A-,Stable,2014.03.05,2014.03.05,2014.04.28,,,,기업신용평가
(주)지에스이앤알,수시,A↑,,A+,Stable,2014.03.03,2014.03.03,2014.03.09,,,,기업신용평가
(주)대한송유관공사,본,,,AA-,Stable,2014.02.28,2014.02.28,2015.02.27,,,,기업신용평가
이베스트투자증권(주),본,,,A,Stable,2014.02.27,2014.02.27,2015.04.27,,,,기업신용평가
(주)포스코에이앤씨건축사사무소,본,,,A-,Stable,2014.02.25,2014.02.25,2015.02.24,,,,기업신용평가
계룡건설산업(주),수시,BBB+,Stable,BBB+↓,,2014.02.14,2014.02.14,2016.10.28,,,,기업신용평가
전북개발공사,본,,,AA+,Stable,2014.02.14,2014.02.14,2019.06.30,,,,기업신용평가
하이캐피탈대부(주),수시,BBB,Stable,BBB↓,,2014.02.14,2014.02.14,2014.03.25,,,,기업신용평가
(주)농심홀딩스,본,,,AA,Stable,2014.02.11,2014.02.11,2020.02.20,,,,기업신용평가
(주)한솔홈데코,본,,,BBB,Stable,2014.02.04,2014.02.04,2017.03.10,,,,기업신용평가
롯데카드(주),수시,AA,Positive,AA,Stable,2014.02.04,2014.02.04,2018.04.29,,,,기업신용평가
현대코퍼레이션(주),본,,,A+,Stable,2014.02.03,2014.02.03,2015.02.02,,,,기업신용평가
(주)대우건설,수시,A+,Stable,A+↓,,2014.01.28,2014.01.28,2017.03.06,,,,기업신용평가
제주에너지공사,본,,,AA,Stable,2014.01.21,2014.01.21,2015.01.20,,,,기업신용평가
(주)와이즈파워,수시,CCC+,Stable,CCC↓,,2014.01.20,2014.01.20,2015.08.10,,,,기업신용평가
현대하이스코(주),수시,AA-◆,,취소,,2014.01.03,2014.01.03,2017.10.23,,,,기업신용평가
엠캐피탈(주),수시,A+↓,,A,Stable,2014.01.02,2014.01.02,2018.05.22,,,,기업신용평가
(주)한진중공업,수시,A-,Stable,BBB+,Stable,2013.12.31,2013.12.31,2015.06.08,,,,기업신용평가
(주)효성,수시,A+↓,,A,Stable,2013.12.31,2013.12.31,2021.12.28,,,,기업신용평가
대성산업(주),수시,BBB+,Stable,BBB,Negative,2013.12.31,2013.12.31,2015.04.19,,,,기업신용평가
대성산업가스(주),수시,A-,Stable,BBB+,Stable,2013.12.31,2013.12.31,2015.02.14,,,,기업신용평가
에스케이실트론(주),수시,A+,Stable,A,Stable,2013.12.31,2013.12.31,2020.02.22,,,,기업신용평가
하나에프앤아이(주),수시,A,Stable,A-,Stable,2013.12.31,2013.12.31,2014.04.25,,,,기업신용평가
(주)서희건설,수시,BB+,Stable,BB,Stable,2013.12.30,2013.12.30,2016.04.07,,,,기업신용평가
(주)지에스이앤알,수시,A,Stable,A↑,,2013.12.30,2013.12.30,2014.03.09,,,,기업신용평가
현대엘리베이터(주),수시,A-,Negative,BBB+,Stable,2013.12.30,2013.12.30,2015.10.22,,,,기업신용평가
세하(주),수시,BB-,Stable,CCC,Stable,2013.12.27,2013.12.27,2014.11.28,,,,기업신용평가
에스케이마리타임(주),수시,A,Negative,A-,Stable,2013.12.27,2013.12.27,2018.11.01,,,,기업신용평가
오성첨단소재(주),수시,CCC↓,,CC,Stable,2013.12.27,2013.12.27,2015.10.30,,,,기업신용평가
코오롱글로벌(주),수시,BBB,Stable,BBB,Negative,2013.12.27,2013.12.27,2015.08.27,,,,기업신용평가
코오롱글로텍(주),본,,,BBB+,Stable,2013.12.27,2013.12.27,2014.12.26,,,,기업신용평가
동국제강(주),수시,A+,Negative,A,Stable,2013.12.26,2013.12.26,2017.10.23,,,,기업신용평가
울산항만공사,본,,,AAA,Stable,2013.12.26,2013.12.26,2026.11.15,,,,기업신용평가
(주)이수화학,본,,,BBB,Stable,2013.12.24,2013.12.24,2014.12.23,,,,기업신용평가
경남개발공사,본,,,AA+,Stable,2013.12.23,2013.12.23,2018.06.16,,,,기업신용평가
현대하이스코(주),수시,AA-,Stable,AA-◆,,2013.12.23,2013.12.23,2017.10.23,,,,기업신용평가
(주)포스코엔지니어링,수시,A+,Negative,A,Stable,2013.12.20,2013.12.20,2014.06.12,,,,기업신용평가
(주)한라,수시,BBB+,Stable,BBB,Stable,2013.12.20,2013.12.20,2014.09.24,,,,기업신용평가
대한전선(주),수시,B+◆,,B+,Stable,2013.12.20,2013.12.20,2015.03.21,,,,기업신용평가
동국산업(주),본,,,BBB+,Stable,2013.12.20,2013.12.20,2014.12.19,,,,기업신용평가
에이치디씨(주),수시,A+,Negative,A,Stable,2013.12.20,2013.12.20,2022.07.17,,,,기업신용평가
(주)포스코에이앤씨건축사사무소,수시,A-,Stable,취소,,2013.12.06,2013.12.06,2015.02.26,,,,기업신용평가
깨끗한나라(주),수시,BBB,Positive,BBB+,Stable,2013.12.06,2013.12.06,2018.05.23,,,,기업신용평가
에스케이루브리컨츠(주),수시,AA-,Positive,AA-,Stable,2013.12.06,2013.12.06,2019.09.04,,,,기업신용평가
롯데엠시시(주),본,,,A+,Stable,2013.12.05,2013.12.05,2014.12.04,,,,기업신용평가
삼성엔지니어링(주),수시,AA-↓,,A+,Stable,2013.11.29,2013.11.29,2014.04.10,,,,기업신용평가
요진건설산업(주),수시,BB+,Negative,BB,Stable,2013.11.29,2013.11.29,2014.04.15,,,,기업신용평가
케이제이아이대부금융(유),정기,BBB-,Stable,BBB,Stable,2013.11.29,2013.11.29,2014.02.27,,,,기업신용평가
에스티엑스엔진(주),수시,B+↓,,B-,Stable,2013.11.28,2013.11.28,2014.03.06,,,,기업신용평가
에스티엑스조선해양(주),수시,B+↓,,CCC,Stable,2013.11.28,2013.11.28,2015.09.06,,,,기업신용평가
에스티엑스중공업(주),수시,B+↓,,CCC,Stable,2013.11.28,2013.11.28,2014.10.25,,,,기업신용평가
(주)카프로,수시,A-,Stable,A-,Negative,2013.11.26,2013.11.26,2014.07.10,,,,기업신용평가
(주)한독,본,,,A-,Stable,2013.11.26,2013.11.26,2019.11.29,,,,기업신용평가
